model_name,test_101_accuracy_proportional_gap,test_101_top5_accuracy_proportional_gap,test_101_log_loss_proportional_gap,test_101_cross_entropy_loss_proportional_gap,test_101_uncertainty_rejection_auc_proportional_gap,test_101_f1_score_proportional_gap,test_101_recall_proportional_gap,test_101_cvar_risk_proportional_gap,test_101_roc_auc_proportional_gap,test_101_entropy_proportional_gap,test_101_precision_proportional_gap,test_10c1_accuracy_proportional_gap,test_10c1_top5_accuracy_proportional_gap,test_10c1_log_loss_proportional_gap,test_10c1_cross_entropy_loss_proportional_gap,test_10c1_uncertainty_rejection_auc_proportional_gap,test_10c1_f1_score_proportional_gap,test_10c1_recall_proportional_gap,test_10c1_cvar_risk_proportional_gap,test_10c1_roc_auc_proportional_gap,test_10c1_entropy_proportional_gap,test_10c1_precision_proportional_gap,test_10c2_accuracy_proportional_gap,test_10c2_top5_accuracy_proportional_gap,test_10c2_log_loss_proportional_gap,test_10c2_cross_entropy_loss_proportional_gap,test_10c2_uncertainty_rejection_auc_proportional_gap,test_10c2_f1_score_proportional_gap,test_10c2_recall_proportional_gap,test_10c2_cvar_risk_proportional_gap,test_10c2_roc_auc_proportional_gap,test_10c2_entropy_proportional_gap,test_10c2_precision_proportional_gap,test_10c3_accuracy_proportional_gap,test_10c3_top5_accuracy_proportional_gap,test_10c3_log_loss_proportional_gap,test_10c3_cross_entropy_loss_proportional_gap,test_10c3_uncertainty_rejection_auc_proportional_gap,test_10c3_f1_score_proportional_gap,test_10c3_recall_proportional_gap,test_10c3_cvar_risk_proportional_gap,test_10c3_roc_auc_proportional_gap,test_10c3_entropy_proportional_gap,test_10c3_precision_proportional_gap,test_10c4_accuracy_proportional_gap,test_10c4_top5_accuracy_proportional_gap,test_10c4_log_loss_proportional_gap,test_10c4_cross_entropy_loss_proportional_gap,test_10c4_uncertainty_rejection_auc_proportional_gap,test_10c4_f1_score_proportional_gap,test_10c4_recall_proportional_gap,test_10c4_cvar_risk_proportional_gap,test_10c4_roc_auc_proportional_gap,test_10c4_entropy_proportional_gap,test_10c4_precision_proportional_gap,test_10c5_accuracy_proportional_gap,test_10c5_top5_accuracy_proportional_gap,test_10c5_log_loss_proportional_gap,test_10c5_cross_entropy_loss_proportional_gap,test_10c5_uncertainty_rejection_auc_proportional_gap,test_10c5_f1_score_proportional_gap,test_10c5_recall_proportional_gap,test_10c5_cvar_risk_proportional_gap,test_10c5_roc_auc_proportional_gap,test_10c5_entropy_proportional_gap,test_10c5_precision_proportional_gap,fgsm_accuracy_proportional_gap,fgsm_top5_accuracy_proportional_gap,fgsm_log_loss_proportional_gap,fgsm_cross_entropy_loss_proportional_gap,fgsm_uncertainty_rejection_auc_proportional_gap,fgsm_f1_score_proportional_gap,fgsm_recall_proportional_gap,fgsm_cvar_risk_proportional_gap,fgsm_roc_auc_proportional_gap,fgsm_entropy_proportional_gap,fgsm_precision_proportional_gap,pgd_accuracy_proportional_gap,pgd_top5_accuracy_proportional_gap,pgd_log_loss_proportional_gap,pgd_cross_entropy_loss_proportional_gap,pgd_uncertainty_rejection_auc_proportional_gap,pgd_f1_score_proportional_gap,pgd_recall_proportional_gap,pgd_cvar_risk_proportional_gap,pgd_roc_auc_proportional_gap,pgd_entropy_proportional_gap,pgd_precision_proportional_gap,cw_accuracy_proportional_gap,cw_top5_accuracy_proportional_gap,cw_log_loss_proportional_gap,cw_cross_entropy_loss_proportional_gap,cw_uncertainty_rejection_auc_proportional_gap,cw_f1_score_proportional_gap,cw_recall_proportional_gap,cw_cvar_risk_proportional_gap,cw_roc_auc_proportional_gap,cw_entropy_proportional_gap,cw_precision_proportional_gap,deepfool_accuracy_proportional_gap,deepfool_top5_accuracy_proportional_gap,deepfool_log_loss_proportional_gap,deepfool_cross_entropy_loss_proportional_gap,deepfool_uncertainty_rejection_auc_proportional_gap,deepfool_f1_score_proportional_gap,deepfool_recall_proportional_gap,deepfool_cvar_risk_proportional_gap,deepfool_roc_auc_proportional_gap,deepfool_entropy_proportional_gap,deepfool_precision_proportional_gap,bim_accuracy_proportional_gap,bim_top5_accuracy_proportional_gap,bim_log_loss_proportional_gap,bim_cross_entropy_loss_proportional_gap,bim_uncertainty_rejection_auc_proportional_gap,bim_f1_score_proportional_gap,bim_recall_proportional_gap,bim_cvar_risk_proportional_gap,bim_roc_auc_proportional_gap,bim_entropy_proportional_gap,bim_precision_proportional_gap
conv2True_8_16fcTrue_160ReLU05_80ReLU02_lr0001_sgd,0.23180379746835447,0.052440917716060007,0.3693526278535149,0.36935267,0.786527589659378,0.23661558156701004,0.23180379746835456,0.36872533,0.05598048667549112,0.13323449,0.22802567874157267,0.07410337552742625,0.011385199240986613,0.11672447104809211,0.11672449,0.2443865652204514,0.07441647519323183,0.07410337552742625,0.11630104,0.016536859313095394,0.068496875,0.07071524066344284,0.1418776371308017,0.030015525271692167,0.2503559975989424,0.250356,0.5348205750507501,0.13969999553527948,0.14187763713080187,0.24977338,0.03686522674483852,0.109644115,0.1257895854423778,0.21044303797468356,0.04036570639986192,0.3539743691892725,0.35397452,0.7695682088504084,0.20706899714128407,0.21044303797468356,0.35332927,0.05344153241086116,0.12656093,0.18194768093957805,0.27109704641350213,0.06503363808866652,0.4996171540181494,0.49961734,1.0765344262021082,0.2651467440847339,0.271097046413502,0.49919096,0.07821418893904439,0.13336097,0.2387487226199315,0.3259493670886076,0.09125409694669652,0.6517813611932897,0.65178144,1.3359051212353827,0.3189093028312491,0.3259493670886076,0.65106684,0.10523983019170978,0.15712969,0.27789724318695974,0.6550632911392406,0.13299982749698114,1.2976926036986658,1.2976925,3.187853356577385,0.6557564096602707,0.6550632911392404,1.2930577,0.21081369897173188,0.06411819,0.6537460347076337,0.19382911392405072,0.02070036225633939,0.2777325642721515,0.27773258,0.6873356234456441,0.19696651023243372,0.19382911392405072,0.2774021,0.04343985015936114,0.048326746,0.1964036086205859,0.8475738396624471,0.0,0.28398414350328943,0.28398415,2.819059036487865,0.8401879516230767,0.8475738396624474,0.28412023,0.04791932381682895,0.15356307,0.8301478146392535,0.9622890295358649,0.0,0.3286861386690571,0.32868606,4.398093298623227,0.9607658409142481,0.9622890295358649,0.29589292,0.05492546192042679,0.23452218,0.9587793035656581,0.18934599156118148,0.02001035018112815,0.2719799982373083,0.27198005,0.6723202051864466,0.19212700852352532,0.18934599156118148,0.2716544,0.042479394236167485,0.047443133,0.19154330615808657
conv2True_8_16fcTrue_160ReLU05_80ReLU02_lrscheduler_sgd,0.22006220839813384,0.03741379310344829,0.4117958157132001,0.41179588,0.908289376424912,0.21703863083215022,0.22006220839813367,0.41142613,0.05397545118015439,0.17836252,0.21162866855776272,0.0495075168481079,0.006206896551724144,0.08684185691773483,0.08684195,0.16624076104593874,0.04901770654474695,0.0495075168481079,0.08673625,0.01111508144909876,0.074029595,0.04900893366066346,0.10368066355624674,0.01948275862068969,0.19424621282389914,0.19424626,0.36181963623898045,0.10074341000220265,0.10368066355624674,0.19403203,0.024508764284799932,0.13109362,0.0936703024583528,0.15163297045101093,0.029137931034482766,0.2786865719042439,0.27868673,0.5145776438776831,0.14883041019193094,0.15163297045101093,0.27839348,0.03535061721201408,0.17320736,0.14006172215141044,0.20606531881804052,0.05,0.42560113996202054,0.42560124,0.7583319877121286,0.2028750115597211,0.20606531881804035,0.4252856,0.05408461448994408,0.18896902,0.19025809884718045,0.263867288750648,0.07413793103448275,0.5976132362672827,0.5976133,1.0624987490411728,0.26094730483583206,0.263867288750648,0.5972157,0.07941623396861983,0.23709545,0.23826879055824696,0.6163815448418869,0.11120689655172418,1.5213674697747748,1.5213675,3.2150939461139743,0.6232062371310696,0.6163815448418869,1.5200766,0.18405686201353644,0.050667405,0.6196235905275014,0.1635562467599792,0.01724137931034488,0.29442575311899877,0.29442587,0.6384065127678417,0.166042812819521,0.1635562467599792,0.29435724,0.03515304919384532,0.047896355,0.16384900178697062,0.7954898911353033,0.0,0.3006884824933055,0.30068848,2.7075677142978667,0.7958276661801017,0.7954898911353033,0.30073336,0.04703724996354929,0.21468258,0.781871061039203,0.9559357179885951,0.0,0.37459481051335497,0.3745949,4.898121753685637,0.9569696576112765,0.9559357179885951,0.3404157,0.06134912318393848,0.34799188,0.9558763291291473,0.1617418351477449,0.01724137931034488,0.2907490440263557,0.29074904,0.6317078161549959,0.16421486956413905,0.16174183514774473,0.2906813,0.0346843876365317,0.047254167,0.16227043833090615
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr001_adam,0.230305950373404,0.03871966959215279,0.7000585416094758,0.702193,1.2029616062645765,0.22953767961482127,0.230305950373404,0.791341,0.06318812893754351,0.36525077,0.22227859190405627,0.05227655986509277,0.007055584236792316,0.08982635751168605,0.08835519,0.21216870749571365,0.04995129024240462,0.05227655986509277,0.1425893,0.010456818114735363,0.1442561,0.04460591737564305,0.10166225006022633,0.01445534331440373,0.2211110711661083,0.21959735,0.4520121255241524,0.09798321572319107,0.1016622500602265,0.28374323,0.022909294556389674,0.26010418,0.08466131647657359,0.1397253673813539,0.02598520048184478,0.33158317402047505,0.33086663,0.6803873995873341,0.1347770465169412,0.1397253673813539,0.40021223,0.03414426126032548,0.37384915,0.11428882985005157,0.2052517465670923,0.03889175701256245,0.5375213295165284,0.53882015,0.9870879314009096,0.20044540849458992,0.2052517465670923,0.6197521,0.05179422290693847,0.42729333,0.17361977384185823,0.2669236328595519,0.06831870590259856,0.7863790263591055,0.78811085,1.3419892296064388,0.260047635435161,0.2669236328595519,0.8825267,0.07534822405641727,0.5347967,0.22272221590199648,0.5174656709226693,0.07434176561693347,2.221477691048669,2.2808254,3.7952446664472546,0.5107257371365921,0.5174656709226693,2.4641433,0.14839199059042724,0.060850747,0.497441747913798,0.1329800048181161,0.009808982963345446,0.3876017677102803,0.39011607,0.6747400008494875,0.13148683734522762,0.1329800048181161,0.46036553,0.027268003824566872,0.016945034,0.128985940541258,0.6795952782462057,0.0,0.25015670830882325,0.24833669,2.5904796974235063,0.6704479386748646,0.6795952782462057,0.2482413,0.05556869021530908,1.1028261,0.6544671983531261,0.9588051072030837,0.0,0.2922921604192889,0.2901655,6.687785228840493,0.9572073463500029,0.9588051072030837,0.3348785,0.08303138169790221,1.6106797,0.9529548160369765,0.13153456998313656,0.010325245224574092,0.3858288970942668,0.38834998,0.67168732642597,0.12999829342726876,0.13153456998313656,0.45824644,0.0271190226129593,0.015563995,0.12747019652018368
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr0001_adam,0.22254545454545457,0.04208175884575752,0.6190778752777746,0.6301297,1.151837932627261,0.22152241345338267,0.22254545454545457,0.6309601,0.05663443598454548,0.35277212,0.21153912695356128,0.06593939393939395,0.010477499141188699,0.14822697731973122,0.14588378,0.2729482754012752,0.06513143277950069,0.06593939393939395,0.14672168,0.013931426807812439,0.15046898,0.060337423343444975,0.13454545454545458,0.02765372724149781,0.35723416355140797,0.35607383,0.6377837956757992,0.13184905132584468,0.13454545454545458,0.35728064,0.03316777762447036,0.2836638,0.11492130030090528,0.1968484848484848,0.04860872552387498,0.6079510076338067,0.6110123,1.0162500754023762,0.19207517822081413,0.1968484848484848,0.612819,0.0534052484964727,0.33465552,0.15526693639038047,0.27466666666666667,0.07574716592236345,0.9121417643524283,0.93283653,1.4602582560912334,0.2680599831188575,0.2746666666666666,0.93827593,0.08013779372565265,0.41632363,0.21662863922273828,0.344969696969697,0.1094125729989695,1.2986893310820726,1.3455677,1.957276532750488,0.3367976872637365,0.344969696969697,1.3569149,0.1155975494122583,0.52737147,0.26339230970203614,0.6598787878787878,0.12246650635520441,3.0155463037515426,3.1574888,4.99598964813567,0.653878898379997,0.6598787878787878,3.176929,0.19982829246584669,0.15612826,0.6366929173503055,0.1636363636363637,0.019237375472346326,0.5165169088648291,0.5203489,0.9536384796348183,0.1625126861856409,0.1636363636363637,0.5217643,0.036890852525482215,0.007241216,0.15833522788973436,0.817939393939394,0.0,0.31277971455517684,0.31103715,3.7578329832554096,0.8105674210109132,0.817939393939394,0.31245536,0.07408171231923195,1.3469638,0.7928965234634565,0.9600000000000001,0.0,0.27775049747483055,0.27620322,6.51347405394976,0.9586159506401755,0.9600000000000001,0.2563483,0.08233290495146756,1.6176903,0.9543990689834336,0.16266666666666668,0.018722088629336994,0.5133297076104052,0.51713115,0.9475948490963503,0.16160529665832793,0.16266666666666685,0.51907414,0.03664424244974919,0.008764787,0.15749792751201103
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lrscheduler_adam,0.2233727810650888,0.04820512820512814,0.5993303474743518,0.59932405,1.0263446255887896,0.2184221131150665,0.22337278106508848,0.599294,0.06162019591949301,0.29628277,0.20871008245950987,0.05473372781065093,0.009743589743589695,0.11381396921095985,0.11389102,0.2092380378332923,0.052574265956285664,0.05473372781065078,0.11388341,0.011292778608710747,0.11233783,0.046972558738577676,0.10774161735700209,0.02410256410256407,0.2555729931621814,0.25562447,0.4648183704188385,0.10272910093430873,0.10774161735700194,0.25560373,0.025381168055104906,0.21051064,0.08698046796189383,0.161242603550296,0.035555555555555514,0.3851703548718835,0.38516527,0.6694867085519296,0.15578375375382011,0.16124260355029568,0.38513768,0.03747126519593532,0.27924728,0.13071091267219345,0.21671597633136105,0.05264957264957266,0.5474292437924966,0.54742366,0.9232345380757273,0.21136358937977212,0.21671597633136092,0.54738855,0.054053665054789576,0.3408664,0.18027835104358103,0.2756410256410257,0.07709401709401703,0.7696294047890174,0.7696228,1.211536128667046,0.26863311396034034,0.2756410256410257,0.76956564,0.07765305479926361,0.42589232,0.22201875696781573,0.4842209072978304,0.06153846153846148,1.504121242502997,1.5046998,2.8792282279203567,0.4823930381074173,0.48422090729783024,1.5046167,0.12999411909325975,0.08252002,0.466444824501705,0.1151380670611441,0.010085470085470113,0.27221374677844007,0.2722907,0.5108008252448559,0.11428200632323454,0.11513806706114396,0.2722875,0.02370965980212059,0.051632114,0.1087975846869306,0.6715976331360948,0.0,0.2815148936970374,0.28151393,2.2005273189995838,0.6678395587710034,0.6715976331360946,0.2815151,0.04131174391762027,0.34735754,0.6473944564497871,0.9625246548323472,0.0,0.40189197640237867,0.40189052,5.888779599249819,0.9628413859641789,0.9625246548323472,0.36856735,0.06828324581520231,0.6316939,0.9604548294045056,0.1146449704142012,0.009914529914529848,0.27034132705225844,0.27041999,0.5073577033688603,0.11380444214606003,0.11464497041420105,0.27041665,0.023532086704115687,0.050966535,0.10830269325356916
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr001_adam,0.20481927710843384,0.02995549469359809,0.7015508840116189,0.70680034,1.3179056628173988,0.20487495217885124,0.20481927710843384,0.7092444,0.05373762993954215,0.3324251,0.19983040616106867,0.061631139944392954,0.006333447449503581,0.14284018974906654,0.14177625,0.30262328810397066,0.05939120099424389,0.06163113994439311,0.14283566,0.012504259138964493,0.16723685,0.054459710391451574,0.11770157553290082,0.016603902773022934,0.2991449324933035,0.29861036,0.6617192378855155,0.11442801921309355,0.11770157553290082,0.29962263,0.026228776215338145,0.30411682,0.10196000874519288,0.1700648748841521,0.025333789798014438,0.48226884034892253,0.48073936,0.9731488871005952,0.1642867871103011,0.1700648748841521,0.48211783,0.040275805823444075,0.39466,0.14207159319839777,0.22567191844300277,0.04022595001711744,0.7460101709134757,0.7450149,1.4699021041160865,0.21881445614538103,0.22567191844300277,0.74678725,0.0600653851960035,0.45113525,0.18601548312686342,0.2930954587581095,0.06521739130434782,1.0263152934381157,1.0271089,1.9453320762731001,0.2872043741369664,0.2930954587581095,1.0291914,0.08346295450751448,0.5596521,0.24087194510297244,0.5509731232622799,0.07942485450188295,2.7310534247625347,2.7669501,5.007786987964056,0.5453257358230377,0.5509731232622799,2.7777276,0.16538776984262557,0.028181924,0.5369107780079351,0.13832252085264138,0.013009243409791217,0.4704623608021641,0.47241235,0.8249729404099995,0.13812426236483386,0.1383225208526412,0.4739135,0.02916567996109732,0.059184946,0.13659190536023816,0.7043558850787767,0.0,0.36022281529781963,0.35928354,3.4682302779590954,0.6941317404571955,0.7043558850787767,0.35946533,0.057786077176283784,0.9399092,0.6789952720304011,0.9601482854494904,0.0,0.41204081546267585,0.41096622,8.42675968316765,0.9591502765992089,0.9601482854494904,0.38243788,0.08033172994182561,1.3161565,0.9568091448768851,0.13739573679332714,0.012666894899007162,0.4672878776932813,0.46922636,0.8199284264214755,0.1372763003736986,0.13739573679332714,0.47072208,0.028932227104268824,0.058020137,0.1357895685422174
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr0001_adam,0.22320803175344384,0.030903192760799055,0.6462656749523102,0.64626586,1.3010798804734285,0.22098153393354816,0.22320803175344384,0.6462413,0.051238315452978335,0.27878737,0.2101887239751773,0.06981088022414189,0.013317397985316727,0.21502210992321832,0.21525878,0.3379851403330536,0.07012654440396913,0.06981088022414189,0.21525402,0.01522035102520493,0.122967176,0.06196687048640323,0.15830025682932522,0.028683626429912838,0.5022881630601681,0.50266117,0.8351547202141869,0.15548808609650414,0.15830025682932522,0.5026482,0.03720044508049895,0.22386728,0.13499707692155496,0.20196124212000935,0.044220590746115666,0.6927786075186433,0.6934363,1.1740029279827437,0.1982515321294487,0.20196124212000935,0.693419,0.05335460305843214,0.2916598,0.17104757155790387,0.26430072379173475,0.06880655625746962,1.028607262399664,1.0290118,1.684019446018774,0.25956284790719075,0.26430072379173475,1.0289881,0.07866630937205403,0.32746866,0.22275770325792774,0.3343450852206397,0.09509988048488986,1.4107963550365372,1.4120097,2.2500911319808714,0.32980607156833086,0.33434508522063977,1.4119734,0.11004366947280188,0.39811322,0.28006733068790346,0.6114872752743404,0.08963633259347781,2.678483864302457,2.6803331,5.3273008253925775,0.6135360839508461,0.6114872752743404,2.6801615,0.181822484090795,0.03545475,0.609737247323848,0.16670558020079382,0.011951511012463653,0.46084185006586176,0.4610239,0.9085503387232925,0.16868094201149697,0.16670558020079382,0.4610195,0.03154544599655493,0.06814662,0.16692981034102053,0.8062106000466963,0.0,0.4549913507378945,0.45499143,4.396256580930247,0.8024363579158186,0.8062106000466963,0.45499313,0.06386184811626407,0.58504426,0.7953154350612892,0.9561055335045529,0.0,0.4928014300856104,0.49280143,7.889920470942387,0.9560897785650201,0.9561055335045529,0.4549866,0.07168087860970326,0.7758489,0.9556067500372681,0.16507121176745274,0.011268567526037231,0.45627352791011105,0.45645732,0.8994431595557949,0.16717531910048125,0.1650712117674526,0.45645297,0.031207035207383188,0.06699061,0.16549826863130582
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lrscheduler_adam,0.2050739957716703,0.038914490527393784,0.614915768555746,0.6149158,1.1920386416544,0.20454433023478613,0.20507399577167013,0.61489654,0.04882682567401947,0.2859529,0.1903828305886631,0.05661263800798687,0.008704557091653931,0.14213713711882525,0.14213711,0.2664622660741336,0.05319072814343484,0.05661263800798687,0.14212859,0.010795995669406998,0.11014314,0.04426854146488866,0.11627906976744189,0.023553507424475185,0.33290936583701586,0.33290938,0.6252966353942474,0.10863540057800795,0.11627906976744189,0.33288926,0.025892371815839543,0.22054917,0.08721308544408835,0.17359642941038286,0.034818228366615495,0.513400789516312,0.51340073,0.9647002183137944,0.16399687350079417,0.17359642941038286,0.5133732,0.040374400981045465,0.29549074,0.12999391786545134,0.23937044867277432,0.04915514592933952,0.7280853911356208,0.7280853,1.3606174349191134,0.22664019362049243,0.23937044867277432,0.72805053,0.058691461254442766,0.3631559,0.17859783227128642,0.31219168428470756,0.0754394947943335,1.065863131441715,1.0664912,1.8995774897999154,0.29584579033181085,0.31219168428470756,1.0664394,0.08721846314793985,0.43399507,0.22503262029184148,0.4799154334038055,0.06263867554190139,1.7482159918090923,1.7492933,3.7898944576279145,0.4748946368943534,0.4799154334038055,1.7492322,0.13371155746267055,0.1282216,0.45989407572405194,0.11299036880432237,0.010582010582010666,0.31174739182158445,0.31178465,0.6228231768481087,0.11267854765221746,0.11299036880432237,0.3117816,0.023321037898301658,0.064647794,0.10911268579849837,0.6791167488841907,0.0,0.3531382677035131,0.35313818,2.9990108819283026,0.6679254480837824,0.6791167488841907,0.3531398,0.045521811188973714,0.39838699,0.6451160635330893,0.9581865163260512,0.0,0.49911315155041736,0.49911308,7.7896327866404835,0.9569164980335763,0.9581865163260512,0.4607269,0.0716947250070579,0.71061593,0.9544452160126918,0.11158092553441398,0.010240655401945733,0.30922522678269654,0.30925965,0.6172188057679775,0.11116610733355084,0.11158092553441382,0.30925635,0.02311629320910596,0.063821495,0.10774120332913172
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr001_sgd,0.222249448664543,0.04101326899879369,0.6117083633535733,0.61170846,1.1702319971352861,0.2214160441977485,0.222249448664543,0.61170137,0.0622762757729125,0.28661537,0.2151282064597207,0.06346483704974273,0.011890401516456959,0.15843177329970112,0.15843174,0.2848853665622787,0.062492256872411216,0.06346483704974273,0.15843022,0.016384691376015365,0.122571774,0.05720923891208694,0.11982357265376135,0.027571945545407497,0.31544231930410876,0.31563234,0.5806697771469451,0.11736818483019625,0.11982357265376135,0.3156291,0.033692728902356105,0.22987524,0.10494086753965955,0.1739769664297967,0.03946234706186445,0.47608896841601595,0.47608897,0.8738648492722075,0.16898212490789602,0.1739769664297967,0.47608334,0.05054438756372571,0.29854035,0.14646935283554113,0.22518990443518747,0.05721178700672056,0.674102679427948,0.6741026,1.144985124881024,0.22123270577347903,0.22518990443518747,0.6740953,0.07072878824926132,0.34221208,0.1954319664956505,0.2989463366821858,0.08512838187144572,0.9315403336574363,0.93154025,1.5959088631184943,0.2928719462496871,0.2989463366821858,0.931526,0.10132052938251587,0.4417946,0.259371627858586,0.7392795883361921,0.17129071170084437,3.657723799227987,3.6658182,5.651671980562348,0.7312370226175587,0.7392795883361921,3.6653323,0.28972889124571427,0.11285039,0.7216707665202386,0.2060769419259985,0.019472686541444004,0.6129686155066034,0.6129685,1.1830640917744801,0.20425496772675528,0.20607694192599868,0.6129656,0.05139284796743047,0.039536536,0.20259129354841515,0.9115412888997794,0.0,0.4374189486372711,0.43741888,4.857720610806271,0.9074248094649859,0.9115412888997794,0.4374147,0.08225680449989252,0.74420744,0.9014788722789226,0.9451114922813036,0.0,0.37627508080866806,0.37627503,6.3487319312219155,0.9431430451433147,0.9451114922813036,0.3457827,0.07195634346962759,0.8700062,0.9401953786921071,0.20411663807890226,0.019128037222126446,0.6091939085017881,0.60919374,1.1764627567744421,0.20235076655951653,0.20411663807890226,0.60919094,0.050988709660341254,0.037541043,0.2006959141513621
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr0001_sgd,0.2407917815083939,0.04329078992756128,0.4530159717643338,0.45301595,1.1030365031819893,0.24184244358339718,0.24079178150839373,0.45226005,0.062275166971465463,0.20229933,0.2328904063014602,0.06564770734151835,0.011210762331838594,0.13891965736514492,0.13891955,0.28152566253960654,0.06583131070766776,0.06564770734151854,0.13872401,0.016354009480087493,0.08452083,0.05418486180783498,0.13881232773740923,0.029492928596067693,0.28846802909974495,0.288468,0.5843525816288629,0.13835647339051865,0.13881232773740923,0.28813505,0.036178022553198116,0.14217897,0.11131759531315033,0.1971936857930343,0.04984477406002072,0.4072689543327061,0.4072689,0.8343995218468789,0.19431471779215695,0.1971936857930343,0.40688083,0.05352589606509696,0.16132,0.15541097302080947,0.24279629165622646,0.06605726112452577,0.5393902083120238,0.5393902,1.082891814245859,0.2409381788039064,0.24279629165622646,0.5389809,0.07408753556538814,0.17772277,0.19738661529680823,0.3134552743673265,0.09813728872024835,0.7063692321568135,0.7063691,1.4098905960320884,0.3124181777511046,0.3134552743673264,0.70571816,0.10152154194109311,0.2137536,0.2624261272909837,0.7682285141568529,0.2145567437047258,2.0853227204122833,2.0853224,4.711819588146539,0.7655846004095104,0.7682285141568529,2.0773816,0.30224914018475657,0.06603935,0.7611870839375198,0.23477825106489603,0.027250776129699995,0.41493149388460976,0.41493148,1.1036891333928314,0.23742735443468516,0.23477825106489603,0.4145756,0.05624280370200726,0.07748497,0.237000872479225,0.9283387622149838,0.0,0.4033638625280089,0.4033637,4.347699011498747,0.925153511561044,0.9283387622149838,0.40045825,0.0644696465170077,0.25398135,0.9196462924536627,0.9446254071661238,0.0,0.38386328537184305,0.38386315,5.332797789886403,0.9428844729409298,0.9446254071661238,0.34810218,0.05803199795939733,0.29990113,0.9401096997945356,0.234527687296417,0.026905829596412578,0.4123131655198528,0.41231298,1.098989139504532,0.2371220331097974,0.23452768729641715,0.4119602,0.05581558278552778,0.0764136,0.23664675576585817
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lrscheduler_sgd,0.23485415108451763,0.05385810460901092,0.5477075484682021,0.54770744,1.098003635016927,0.23866819044545753,0.23485415108451746,0.5476257,0.06301485667721562,0.24522169,0.2251086301053651,0.06058339566192967,0.010529949939582244,0.12024572299787477,0.12024564,0.24785270596558542,0.05876731809881532,0.0605833956619295,0.12022919,0.014610105596605706,0.1082617,0.0543199239879118,0.12665170780354026,0.026756430174348395,0.26654706779435694,0.26654688,0.5209272765997747,0.12181854821427146,0.12665170780354026,0.26650763,0.032218451315308434,0.20002292,0.10851154804235565,0.19296933433059088,0.04332815466942868,0.42266097685195814,0.42266068,0.8398960884548023,0.18486789497643055,0.19296933433059088,0.4226025,0.05061198643417058,0.23340264,0.16152259319104761,0.25380204437796056,0.05679268082168141,0.6211890506587784,0.6211888,1.213268978726514,0.24385406412219737,0.25380204437796056,0.6211312,0.07446271238216728,0.2646933,0.21105885914108352,0.306656694091249,0.08268600034524423,0.833359777515751,0.8333595,1.602796169087556,0.2940216452961829,0.30665669409124907,0.83326954,0.10131800164153905,0.30757368,0.2508669182339549,0.6596858638743455,0.13067495252891417,2.183599289684017,2.1839657,4.2328998743193536,0.6536778690383456,0.6596858638743456,2.1831603,0.22596622918933557,0.026500707,0.636471798439638,0.18075292944402896,0.016916968755394418,0.38542368881752115,0.38542354,0.8079709645820705,0.18200227829912657,0.18075292944402896,0.3854039,0.040039089759539244,0.06063489,0.17592143360049364,0.8504113687359761,0.0,0.364399254808653,0.36439916,3.564161767817841,0.8442231474796403,0.8504113687359761,0.36439908,0.06382574836747025,0.39898372,0.830821633193401,0.9528795811518325,0.0,0.3786572340960592,0.37865698,5.562399368168853,0.9505725000603935,0.9528795811518325,0.3457518,0.06501788250347952,0.5270789,0.945759126914552,0.1782597855896285,0.0170895908855516,0.38339606677854565,0.38339594,0.8025285909517298,0.17929140765477256,0.17825978558962832,0.3833764,0.03979454942394753,0.05969984,0.1730868745016072
