model_name,test_101_accuracy,test_101_top5_accuracy,test_101_log_loss,test_101_cross_entropy_loss,test_101_uncertainty_rejection_auc,test_101_f1_score,test_101_recall,test_101_cvar_risk,test_101_roc_auc,test_101_entropy,test_101_precision,test_10c1_accuracy,test_10c1_top5_accuracy,test_10c1_log_loss,test_10c1_cross_entropy_loss,test_10c1_uncertainty_rejection_auc,test_10c1_f1_score,test_10c1_recall,test_10c1_cvar_risk,test_10c1_roc_auc,test_10c1_entropy,test_10c1_precision,test_10c2_accuracy,test_10c2_top5_accuracy,test_10c2_log_loss,test_10c2_cross_entropy_loss,test_10c2_uncertainty_rejection_auc,test_10c2_f1_score,test_10c2_recall,test_10c2_cvar_risk,test_10c2_roc_auc,test_10c2_entropy,test_10c2_precision,test_10c3_accuracy,test_10c3_top5_accuracy,test_10c3_log_loss,test_10c3_cross_entropy_loss,test_10c3_uncertainty_rejection_auc,test_10c3_f1_score,test_10c3_recall,test_10c3_cvar_risk,test_10c3_roc_auc,test_10c3_entropy,test_10c3_precision,test_10c4_accuracy,test_10c4_top5_accuracy,test_10c4_log_loss,test_10c4_cross_entropy_loss,test_10c4_uncertainty_rejection_auc,test_10c4_f1_score,test_10c4_recall,test_10c4_cvar_risk,test_10c4_roc_auc,test_10c4_entropy,test_10c4_precision,test_10c5_accuracy,test_10c5_top5_accuracy,test_10c5_log_loss,test_10c5_cross_entropy_loss,test_10c5_uncertainty_rejection_auc,test_10c5_f1_score,test_10c5_recall,test_10c5_cvar_risk,test_10c5_roc_auc,test_10c5_entropy,test_10c5_precision,fgsm_accuracy,fgsm_top5_accuracy,fgsm_log_loss,fgsm_cross_entropy_loss,fgsm_uncertainty_rejection_auc,fgsm_f1_score,fgsm_recall,fgsm_cvar_risk,fgsm_roc_auc,fgsm_entropy,fgsm_precision,pgd_accuracy,pgd_top5_accuracy,pgd_log_loss,pgd_cross_entropy_loss,pgd_uncertainty_rejection_auc,pgd_f1_score,pgd_recall,pgd_cvar_risk,pgd_roc_auc,pgd_entropy,pgd_precision,cw_accuracy,cw_top5_accuracy,cw_log_loss,cw_cross_entropy_loss,cw_uncertainty_rejection_auc,cw_f1_score,cw_recall,cw_cvar_risk,cw_roc_auc,cw_entropy,cw_precision,deepfool_accuracy,deepfool_top5_accuracy,deepfool_log_loss,deepfool_cross_entropy_loss,deepfool_uncertainty_rejection_auc,deepfool_f1_score,deepfool_recall,deepfool_cvar_risk,deepfool_roc_auc,deepfool_entropy,deepfool_precision,bim_accuracy,bim_top5_accuracy,bim_log_loss,bim_cross_entropy_loss,bim_uncertainty_rejection_auc,bim_f1_score,bim_recall,bim_cvar_risk,bim_roc_auc,bim_entropy,bim_precision
conv2True_8_16fcTrue_160ReLU05_80ReLU02_lr0001_sgd,0.4855,0.9155,1.4349942528923856,1.4349942,0.322543930162551,0.4805414121675816,0.48549999999999993,1.5082421,0.881928611111111,1.2762938,0.48746401817409934,0.5851666666666666,0.9551666666666667,1.1702560505033963,1.170256,0.2246645032021071,0.5826438205310778,0.5851666666666666,1.2300878,0.9187779166666667,1.2033837,0.58679786404774,0.5423333333333333,0.9371666666666667,1.3102933708438074,1.3102933,0.2771001484872685,0.5415486209187577,0.5423333333333332,1.3771652,0.8997866049382717,1.2497253,0.5520211096079274,0.499,0.9271666666666667,1.4188788182309193,1.4188789,0.3194820433095798,0.49914063565423883,0.499,1.4912767,0.8843005709876544,1.2687777,0.5165600196076217,0.46066666666666667,0.9033333333333333,1.5715031714862868,1.5715033,0.37490245256876537,0.46258138469519317,0.4606666666666667,1.6520064,0.8611572839506172,1.2764362,0.48069294054617895,0.426,0.878,1.73096155959668,1.7309616,0.42172985329252094,0.42873849338385994,0.426,1.8193632,0.8359091975308642,1.3032055,0.4559725649900773,0.218,0.8376666666666667,2.407835362604379,2.4078352,0.7560849820586538,0.21669724589225797,0.21800000000000003,2.5267935,0.7372792283950618,1.1984522,0.21864244001663993,0.5095,0.9461666666666667,1.338982267363881,1.3389822,0.3046355772166955,0.5055000310104457,0.5095,1.4076102,0.8936444135802469,1.1806673,0.5074318084744701,0.09633333333333334,0.9661666666666666,1.345533523837713,1.3455335,0.6895019804236333,0.10059978374471076,0.09633333333333333,1.4150131,0.8894595679012346,1.2991886,0.10725334572869068,0.023833333333333335,0.9661666666666666,1.3923783648603294,1.3923782,0.9745845728887006,0.024697436516946357,0.02383333333333333,1.4279858,0.8829142438271604,1.390368,0.026028853243542604,0.5123333333333333,0.9468333333333333,1.3329539449059005,1.3329539,0.3019246579751519,0.5085464397780756,0.5123333333333333,1.4012766,0.8945416975308642,1.1796721,0.510500851709029
conv2True_8_16fcTrue_160ReLU05_80ReLU02_lrscheduler_sgd,0.5015,0.9305,1.4375808053585992,1.4375808,0.31399196624105274,0.5026903376605711,0.5015000000000001,1.5125787,0.8889480555555556,1.0491854,0.5110884399472325,0.6111666666666666,0.9606666666666667,1.106691898768619,1.106692,0.19189449681751924,0.6105660241121834,0.6111666666666666,1.1646193,0.9292225308641976,0.9562899,0.616512195604538,0.5763333333333334,0.9478333333333333,1.2160578840932075,1.2160579,0.2240752532246663,0.5773561974710625,0.5763333333333334,1.2796047,0.9166369290123457,1.0070983,0.587558949343082,0.5455,0.9385,1.302040458953134,1.3020406,0.24921021848208533,0.5464825537456384,0.5455,1.370012,0.9064491975308642,1.0445954,0.5574841389431564,0.5105,0.9183333333333333,1.4516382695690524,1.4516383,0.2893178178042402,0.5117839083460832,0.5105000000000001,1.5274315,0.8888454783950616,1.0586292,0.5249426361851703,0.47333333333333333,0.895,1.6267919888149336,1.626792,0.33936574063751895,0.4744993348469867,0.47333333333333333,1.7116833,0.8650421913580247,1.1014798,0.49381807780922393,0.24666666666666667,0.8591666666666666,2.5674176374950592,2.5674176,0.6935560467829092,0.24191561850144655,0.24666666666666667,2.7006829,0.7667148456790123,0.93548876,0.2465919015020308,0.5378333333333334,0.95,1.3180671000258462,1.3180672,0.2695851524415609,0.5354315506827299,0.5378333333333334,1.3871199,0.9066348456790123,0.9330215,0.542063228574325,0.1315,0.9666666666666667,1.324444211671492,1.3244442,0.6100471401068139,0.13108623678069198,0.13149999999999998,1.393953,0.8954676543209876,1.0815239,0.1414094788516381,0.028333333333333332,0.9666666666666667,1.3997003622944395,1.3997004,0.9704832345912036,0.02762708122883157,0.028333333333333332,1.4364792,0.8820192592592593,1.2002193,0.0286046653534122,0.539,0.95,1.3143232396462905,1.3143232,0.26848294176706655,0.5366051582813384,0.5390000000000001,1.3831805,0.9070752314814815,0.9324497,0.5430865858451199
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr001_adam,0.5325,0.931,2.6677310040953763,2.6906574,0.2804138556772463,0.5343158567147723,0.5325,2.8326616,0.8884881944444445,0.351565,0.5425803807184357,0.6556666666666666,0.9616666666666667,1.7101549692881775,1.7203636,0.1542963345496245,0.658859073109656,0.6556666666666666,1.8067855,0.9384994598765433,0.29465678,0.6665344166821681,0.6215,0.9545,1.9161668755888361,1.9278182,0.18482588051034818,0.6255489179808547,0.6214999999999999,2.0299933,0.9266893209876544,0.32448876,0.6385896109101111,0.5951666666666666,0.9433333333333334,2.0895196435430505,2.1037016,0.2138956522936125,0.6000323849821319,0.5951666666666666,2.2141666,0.916033888888889,0.35377917,0.6179198603817329,0.5498333333333333,0.9308333333333333,2.4126776930434644,2.4324138,0.25293540605942444,0.5544913557055778,0.5498333333333333,2.5613267,0.8992943672839505,0.36754155,0.5765273953623216,0.5071666666666667,0.9023333333333333,2.803185065128545,2.8264678,0.2981106107164957,0.5131571929473803,0.5071666666666667,2.9768543,0.8769553549382716,0.3952247,0.5422708847020055,0.3338333333333333,0.8965,5.055141164301315,5.1860023,0.6103842400205373,0.339311852135293,0.3338333333333333,5.477877,0.807679413580247,0.24183983,0.35061172922796036,0.5998333333333333,0.959,2.1774239924430803,2.1973572,0.2131767977978632,0.6023141460570616,0.5998333333333333,2.3092875,0.9225554475308643,0.26187298,0.6076663636523333,0.22166666666666668,0.9685,1.9617452747102968,1.9732465,0.4570303235527558,0.22854445612736574,0.22166666666666668,1.9738538,0.895714598765432,0.54149765,0.24106230986654306,0.0285,0.9685,2.027864204862107,2.0393653,0.9785742481881621,0.029676718498921374,0.028500000000000004,2.110854,0.8696685185185185,0.67227477,0.03282125650638791,0.6008333333333333,0.9585,2.1746420047686374,2.1945655,0.21278822443244838,0.6033464517230728,0.6008333333333333,2.3059366,0.9226967438271604,0.26151735,0.6087238283941612
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr0001_adam,0.5345,0.9295,2.627626163947767,2.6603832,0.28097218894010667,0.5340937702685131,0.5345,2.800118,0.8945256944444445,0.34360066,0.544967328475062,0.6421666666666667,0.9601666666666666,1.8634750643098987,1.8700905,0.16621282575418939,0.6413896641357182,0.6421666666666667,1.968752,0.9350178858024691,0.29221618,0.6494747191321378,0.595,0.9435,2.202676012813525,2.2131221,0.2138505373031623,0.5956163945534481,0.595,2.3302507,0.9167774382716051,0.32604733,0.6117475082835069,0.5521666666666667,0.9231666666666667,2.6095682008377112,2.6291835,0.2632680596185917,0.5542967731052615,0.5521666666666667,2.7689724,0.8975877006172841,0.3389991,0.5838614656567431,0.49866666666666665,0.8968333333333334,3.1032440168004176,3.154403,0.3212435923219983,0.5021655215028326,0.4986666666666667,3.327734,0.8722391512345679,0.35974258,0.5414495662126713,0.4503333333333333,0.8641666666666666,3.7305779551231195,3.8279831,0.38614081855766014,0.45500632231612403,0.4503333333333333,4.0464754,0.8386152160493827,0.38794845,0.5091275151864435,0.23383333333333334,0.8515,6.516891306708193,6.7850513,0.7829150656536559,0.23746492812179198,0.23383333333333334,7.171171,0.758745262345679,0.21434127,0.25111010199235506,0.575,0.9516666666666667,2.461178408184204,2.4812202,0.255092668317461,0.5745788507173355,0.575,2.612645,0.9132471141975309,0.2521582,0.5817407280544764,0.12516666666666668,0.9703333333333334,2.130530209903126,2.139622,0.6212450889758865,0.12996489824811502,0.12516666666666668,2.2532923,0.8779816975308643,0.5961228,0.14314550307351817,0.0275,0.9703333333333334,2.0736807595410593,2.0827727,0.981057736492946,0.028392548910261252,0.027500000000000004,2.1569648,0.8701576851851852,0.66488665,0.03151839032424637,0.5756666666666667,0.9521666666666667,2.4560058506847975,2.4759688,0.25430353263219807,0.5752013877076355,0.5756666666666665,2.6080263,0.9134809567901236,0.2517712,0.5823194522062736
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lrscheduler_adam,0.525,0.928,1.6669157125811764,1.6669152,0.28664378403016405,0.5304834158056474,0.5250000000000001,1.7546068,0.8884108333333331,0.7523528,0.5450224682091518,0.639,0.9655,1.1608821211340956,1.1609666,0.17105706629593126,0.6430499737151288,0.639,1.2220564,0.9360583024691358,0.6455925,0.656423589879463,0.6031666666666666,0.9515,1.308631674437843,1.3086901,0.20721109100173454,0.6090081864220509,0.6031666666666666,1.3775396,0.9227201234567902,0.7025713,0.628867053457825,0.567,0.9403333333333334,1.4437056314124717,1.4437056,0.23616317850589622,0.5729981944246434,0.5670000000000001,1.5196531,0.9112738271604938,0.7424655,0.5987465193987369,0.5295,0.9236666666666666,1.6128213440448622,1.6128213,0.27205797997531944,0.5352742752253887,0.5295,1.6976607,0.8955744444444445,0.77822876,0.5646055970829963,0.48966666666666664,0.8998333333333334,1.844411359383521,1.8444111,0.31284070657840074,0.4964035068338336,0.4896666666666666,1.9414141,0.8732317283950616,0.8275772,0.5358557564031241,0.3486666666666667,0.915,2.609941749638115,2.6105542,0.5487500222449182,0.35131739753274993,0.34866666666666674,2.7478485,0.8236778395061728,0.6282865,0.36750064954665335,0.5981666666666666,0.9651666666666666,1.3259756420027293,1.3260607,0.2137157026476908,0.6011668377656513,0.5981666666666666,1.3958436,0.9243026234567902,0.6103594,0.613839920490371,0.222,0.975,1.3356698418083668,1.3356737,0.45274197193549287,0.22544855530772034,0.22200000000000003,1.4059674,0.9076378549382715,0.7819962,0.24286666541550223,0.025333333333333333,0.975,1.461133884251565,1.4611377,0.9744768124548426,0.02522081142660077,0.025333333333333336,1.5014735,0.8821025925925927,0.94702286,0.027237812596804068,0.5985,0.9653333333333334,1.3240240965530679,1.3241109,0.21322864360010868,0.6014909767673107,0.5985,1.3937911,0.9244707407407408,0.6099731,0.6141807904351626
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr001_adam,0.572,0.9445,1.966165425588354,1.9773881,0.2404952682270746,0.5717307083627369,0.572,2.0825768,0.9049318055555556,0.4341129,0.5759767804398991,0.675,0.9675,1.3205675417474645,1.3227879,0.13515422223465942,0.6763400755911646,0.6749999999999999,1.3924533,0.9443641975308642,0.3802935,0.6806172791096678,0.6346666666666667,0.9575,1.501179819597571,1.5044857,0.17241237218757755,0.6367661253646941,0.6346666666666667,1.5834856,0.9312391358024692,0.4248899,0.6464256913183055,0.597,0.949,1.7127820112261154,1.7154886,0.20472488525629629,0.6009154264512627,0.597,1.8058413,0.9178056481481482,0.45438945,0.6175526355941329,0.557,0.9345,2.0175387424689246,2.021661,0.2562657223512761,0.5617075774113875,0.557,2.1283197,0.8988804320987654,0.47278947,0.5859210159526375,0.5085,0.9101666666666667,2.3414351629062056,2.348477,0.3055941572877151,0.5125321472506291,0.5085,2.4724064,0.8765048148148148,0.508145,0.5464343263825723,0.323,0.8963333333333333,4.311283496556911,4.364144,0.6233404431849678,0.3269312667794021,0.323,4.602857,0.798158287037037,0.33498847,0.33334013338314616,0.6198333333333333,0.961,1.6991394618901685,1.7058414,0.18935082814266868,0.6197274596607211,0.6198333333333335,1.795845,0.9284305092592591,0.34508947,0.6214970156144941,0.21266666666666667,0.9736666666666667,1.5717561523812558,1.5747777,0.4636030949991096,0.21993304974266178,0.21266666666666664,1.6563991,0.9010601851851853,0.63203526,0.23106510313004036,0.028666666666666667,0.9736666666666667,1.631632563545094,1.6346539,0.9780773803192413,0.02937279030556907,0.028666666666666667,1.6843894,0.879499274691358,0.7546191,0.031089571348127714,0.6205,0.9613333333333334,1.6954713030408226,1.7021503,0.18882743249106537,0.6203371825102086,0.6205,1.7919565,0.9286537654320988,0.34470996,0.6220745524027328
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr0001_adam,0.5545,0.946,1.5117491394389722,1.511749,0.25205546098287424,0.5548137487292737,0.5545,1.5912834,0.9089569444444443,0.647017,0.5660134330650417,0.664,0.9631666666666666,1.1157425299102826,1.1159596,0.1465600843311436,0.6622520520573512,0.664,1.1746842,0.9434637962962963,0.568178,0.6722357202052014,0.6008333333333333,0.9481666666666667,1.3795360446674885,1.3798783,0.2010189967344012,0.6014579130135334,0.6008333333333333,1.452484,0.9224058641975308,0.61922956,0.6198990682522736,0.5696666666666667,0.933,1.5544614955609413,1.5550652,0.2381357182950418,0.5710019625635782,0.5696666666666667,1.6368861,0.9069294444444445,0.65352994,0.5940637011814046,0.5251666666666667,0.909,1.862849556941154,1.8632207,0.29400185734276724,0.5273362955378216,0.5251666666666667,1.9612527,0.882679675925926,0.67164785,0.5570059507336178,0.4751666666666667,0.8833333333333333,2.213809939999309,2.2149236,0.35600816184583983,0.47730936043954425,0.4751666666666666,2.3314524,0.8526187345679013,0.70739126,0.5159353558282349,0.2773333333333333,0.8886666666666667,3.3779145741227192,3.379612,0.6930792537256566,0.2752380121288887,0.2773333333333333,3.5573034,0.7838513580246913,0.5239001,0.2796794210781813,0.5948333333333333,0.9645,1.3414763141176937,1.3416432,0.2090585987553574,0.5920620152710812,0.5948333333333333,1.412245,0.9278236111111111,0.5404409,0.5970146696388833,0.13833333333333334,0.9761666666666666,1.3361038596840562,1.3361037,0.591094621108243,0.14070401364270502,0.13833333333333334,1.4064199,0.8968630246913578,0.80197114,0.14668594487468795,0.03133333333333333,0.9761666666666666,1.3708244736078596,1.3708242,0.9737832316987871,0.03127267917651076,0.03133333333333333,1.4064136,0.8893720370370369,0.89851093,0.031814151784192446,0.596,0.9651666666666666,1.3372812700292989,1.3374498,0.2080610174619844,0.5931343137181915,0.5960000000000001,1.407831,0.9281478240740739,0.539856,0.5980405752726564
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lrscheduler_adam,0.564,0.9385,1.4605109113691737,1.4605108,0.2426621493328019,0.5643440845710623,0.5640000000000001,1.5373552,0.9099891666666666,0.7210304,0.5786241742473373,0.6693333333333333,0.968,1.0329354530569823,1.0329354,0.1401993786489522,0.6717234311083592,0.6693333333333333,1.0872878,0.9463733333333334,0.62245435,0.6830503933101723,0.627,0.9535,1.2054676228792593,1.2054676,0.17992291164651864,0.6323876464773098,0.627,1.2688888,0.9319306018518517,0.6843587,0.6523584166115307,0.5863333333333334,0.9425,1.368701953006533,1.3687018,0.2174954258154984,0.5931108885828855,0.5863333333333334,1.4407066,0.9180756172839505,0.72637826,0.6217834426995728,0.5396666666666666,0.9285,1.5628601928807764,1.56286,0.26132408873851926,0.5486679504140273,0.5396666666666666,1.6450759,0.9005516512345679,0.7643179,0.587046778383631,0.488,0.9028333333333334,1.8683424260351829,1.8689104,0.3209878204066766,0.4995693386274386,0.488,1.9672166,0.873259814814815,0.8040373,0.5538603640017825,0.369,0.9153333333333333,2.485454363001274,2.4864285,0.5302489025868729,0.37254132028838133,0.369,2.6172242,0.8287797839506172,0.6325909,0.38600755548143045,0.6293333333333333,0.9661666666666666,1.1863289813739568,1.1863626,0.1796490958680529,0.6295191948198411,0.6293333333333333,1.2487947,0.9343906018518519,0.5969452,0.6367070215446121,0.22766666666666666,0.9765,1.2237624048587912,1.2237623,0.44269683817324856,0.23559365547776867,0.22766666666666668,1.288167,0.9131510802469137,0.7840719,0.25363150937265105,0.029666666666666668,0.9765,1.3557803805300046,1.3557802,0.9730262703044641,0.03056602699749881,0.029666666666666664,1.3905882,0.8881114043209877,0.95913786,0.032557485517306244,0.6303333333333333,0.9665,1.184047964845854,1.184079,0.17902868311340508,0.6305922109281532,0.6303333333333334,1.2463907,0.9345864814814815,0.5964819,0.6376872044524289
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr001_sgd,0.529,0.9275,1.83450292446014,1.8345029,0.2863008468239614,0.5287170359381099,0.529,1.9310453,0.8869791666666668,0.58664477,0.5337027001178678,0.637,0.9556666666666667,1.3185676293718143,1.3185675,0.1695043520711509,0.6366382346072129,0.637,1.3879626,0.9303873456790124,0.5118475,0.6410855619733471,0.5986666666666667,0.9405,1.4972825336097222,1.4974988,0.20852475511538698,0.5993733542330758,0.5986666666666667,1.576309,0.914015925925926,0.56077355,0.6086286699188469,0.5618333333333333,0.929,1.6801361777934023,1.6801361,0.24720356804639104,0.5643236088490344,0.5618333333333333,1.7685558,0.8980761882716048,0.5920821,0.580389835351683,0.527,0.9118333333333334,1.9055223209655736,1.9055221,0.2829702347439659,0.5288415365106313,0.527,2.005802,0.8789840586419754,0.6119946,0.5470958893463634,0.47683333333333333,0.8848333333333334,2.1985468781922144,2.1985466,0.34245689252102673,0.4801931067566301,0.47683333333333333,2.3142402,0.8500477777777776,0.65740025,0.5036177440048217,0.17733333333333334,0.8015,5.301584409000698,5.3107977,0.8775003425182213,0.18251026586481156,0.17733333333333332,5.5897255,0.671835061728395,0.40450448,0.1892602902186748,0.54,0.9483333333333334,1.8359373876129406,1.8359371,0.2879936794642395,0.5403706969436229,0.5399999999999999,1.93256,0.8972736419753085,0.47398677,0.5422276392569413,0.06016666666666667,0.9671666666666666,1.6361206064989595,1.6361204,0.7727608723609949,0.06286551370127383,0.06016666666666667,1.7222253,0.86807987654321,0.7952883,0.06699309660017472,0.037333333333333336,0.9671666666666666,1.5665245139956105,1.5665244,0.9694577251502783,0.038610146561931874,0.03733333333333334,1.6124372,0.8778229320987654,0.8526475,0.040666371417908485,0.5413333333333333,0.9486666666666667,1.8316408838553344,1.8316406,0.28712281966529896,0.541663792684255,0.5413333333333333,1.9280374,0.8976559104938271,0.4730769,0.5435164728094788
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr0001_sgd,0.505,0.9245,1.4249327660518754,1.4249328,0.3191582534980936,0.5029778857510613,0.5050000000000001,1.498443,0.8840058333333334,1.2445264,0.5107842686604908,0.6215,0.9555,1.116907156711824,1.1169071,0.19448520824544807,0.6197474236040046,0.6214999999999999,1.1749363,0.9272963271604938,1.1226113,0.6297763678332493,0.5728333333333333,0.9378333333333333,1.2635651282244043,1.2635652,0.24044242794301404,0.5716326845484627,0.5728333333333333,1.3290987,0.908607962962963,1.1822945,0.5917342135702752,0.534,0.9181666666666667,1.380069925343855,1.38007,0.2783897220635756,0.5345087922634516,0.534,1.4516207,0.8922538888888889,1.2021078,0.5623743882334691,0.5036666666666667,0.9025,1.5096376021935396,1.5096377,0.3161010817712169,0.5035777942833948,0.5036666666666667,1.5879216,0.8728701543209878,1.2190866,0.5344246690308617,0.45666666666666667,0.8715,1.6733893344135822,1.6733893,0.36572663983118836,0.4561564391314665,0.4566666666666667,1.7599612,0.8470077469135804,1.256383,0.49111774151896903,0.15416666666666667,0.759,3.0256910616209147,3.025691,0.8668296348117625,0.155516173486143,0.15416666666666667,3.1752446,0.6577791358024692,1.1034807,0.15901493304174452,0.509,0.94,1.3875843669541685,1.3875844,0.319257297103831,0.5059069500156419,0.509,1.4595602,0.8896926234567901,1.1153283,0.5080472914701255,0.04766666666666667,0.9663333333333334,1.3762403093072213,1.3762403,0.811570447855286,0.04965475604945503,0.04766666666666667,1.4449939,0.8819370679012346,1.2980236,0.05350397137562614,0.036833333333333336,0.9663333333333334,1.3571166300864053,1.3571166,0.961069710068569,0.03789165827154646,0.036833333333333336,1.3909729,0.8880059259259259,1.3455561,0.039878295671957165,0.5091666666666667,0.9403333333333334,1.385016644402093,1.3850166,0.31854402282705463,0.5061095066915822,0.5091666666666665,1.4568616,0.8900953703703705,1.1142193,0.5082830820898014
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lrscheduler_sgd,0.5115,0.9135,1.6357240642239395,1.6357241,0.30975285996651586,0.508107863528691,0.5115000000000001,1.7216905,0.88269125,0.839249,0.52562121414484,0.628,0.9553333333333334,1.1839529301030713,1.1839529,0.18423511667875508,0.6281725275133521,0.6280000000000001,1.2462238,0.928291172839506,0.7469413,0.6414699260538247,0.5838333333333333,0.9396666666666667,1.338574279949674,1.3385742,0.22455231528903585,0.5860925494738621,0.5838333333333333,1.4089545,0.9117031481481481,0.80878615,0.6047108804138525,0.5395,0.9236666666666666,1.5035662243634105,1.503566,0.2716454184958943,0.544013828372028,0.5395,1.5826057,0.8943754320987655,0.8312833,0.5687526403344318,0.49883333333333335,0.9106666666666666,1.7133843828851811,1.7133843,0.32677083327845435,0.5046468454005246,0.49883333333333335,1.8034633,0.8719067438271606,0.8523724,0.5351513985805071,0.4635,0.8856666666666667,1.937621037922058,1.9376209,0.3842812966709931,0.4711653302860694,0.46349999999999997,2.0394614,0.8466075925925927,0.88127273,0.5081489551851319,0.2275,0.8393333333333334,3.364647264359695,3.3650348,0.7725943248786427,0.2311331220464697,0.22749999999999998,3.5411773,0.7291821450617284,0.6918364,0.24658699542108625,0.5476666666666666,0.9491666666666667,1.4642112905552433,1.4642112,0.26693193837635953,0.5459263221747618,0.5476666666666666,1.5412233,0.9043356790123456,0.714842,0.5589856765091412,0.1,0.9655,1.4419912188892297,1.4419912,0.6738606822861861,0.10396445114733315,0.1,1.517856,0.8819273456790124,0.94288087,0.1147563929896612,0.0315,0.9655,1.4570600346036062,1.4570599,0.9688839135478229,0.03298758974562287,0.0315,1.4971114,0.8808042901234568,1.0292139,0.036792452045666675,0.5493333333333333,0.949,1.4620683597634503,1.4620683,0.2661284169863736,0.5477355394885783,0.5493333333333335,1.5389677,0.904566049382716,0.7142118,0.5609084032977033
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr001_sgd,0.547,0.9265,1.5515958323360612,1.5515957,0.26218578685934324,0.5474276049896112,0.5469999999999999,1.6332201,0.903801111111111,0.6766958,0.5569722003101617,0.6408333333333334,0.9538333333333333,1.1877750791707922,1.187775,0.16512280853635974,0.6407599763068756,0.6408333333333334,1.2502759,0.9377665123456789,0.61321783,0.6599695754176993,0.5926666666666667,0.9425,1.3779171543142874,1.3779172,0.21149699396530414,0.5935562772627232,0.5926666666666666,1.4504151,0.9214074691358025,0.6598638,0.6188918869924527,0.557,0.9313333333333333,1.5398441965961502,1.539844,0.24911089319716076,0.558419266825396,0.557,1.6208535,0.9079306481481482,0.6881349,0.5934619760508613,0.5135,0.9151666666666667,1.796169999083327,1.7961699,0.3034092652184505,0.5153124504725723,0.5135,1.8906672,0.8863093827160494,0.7126859,0.5611894557675288,0.4553333333333333,0.882,2.105449368230238,2.1054492,0.3698263734969011,0.45574368161040957,0.45533333333333337,2.2162027,0.8584749074074075,0.7453869,0.5197717067830004,0.22633333333333333,0.8473333333333334,3.7471206212809434,3.7471414,0.7636224746399548,0.226018312807971,0.22633333333333333,3.9439158,0.748200524691358,0.5398081,0.2354531469503797,0.5696666666666667,0.9498333333333333,1.4661755344259357,1.4661754,0.23559395867825567,0.5666761830109264,0.5696666666666668,1.5433275,0.9169887191358026,0.58403933,0.5784487163013645,0.10316666666666667,0.9671666666666666,1.4240012864738947,1.4240013,0.6643939648129784,0.10782509527453481,0.10316666666666667,1.4989415,0.8869746604938271,0.8447239,0.1191556889986752,0.0305,0.9671666666666666,1.4344717595460121,1.4344717,0.9728925847413857,0.030967465952609775,0.0305,1.4733996,0.8847778703703704,0.9302261,0.03376672796221864,0.5708333333333333,0.95,1.4636488810847623,1.4636488,0.23485171797863189,0.5677904082686446,0.5708333333333334,1.5406678,0.9172152160493827,0.58350784,0.5795821301976435
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr0001_sgd,0.543,0.9395,1.3062082253261074,1.3062083,0.2676397585734404,0.5410920860409489,0.5429999999999999,1.3743187,0.9040805555555554,1.0568554,0.5461102481828879,0.6345,0.9633333333333334,1.0670283934470368,1.0670283,0.17731085767457014,0.6347877186515238,0.6344999999999998,1.1228883,0.9325917901234568,0.9506761,0.6395037275610017,0.5785,0.9496666666666667,1.2383105821311253,1.2383106,0.22887603369247375,0.5803120723551779,0.5785,1.3030648,0.91232362654321,1.0068924,0.591799691632982,0.5458333333333333,0.9308333333333333,1.368303303233172,1.3683032,0.26464382047771584,0.5492241763844669,0.5458333333333334,1.4398516,0.8962887037037037,1.0351802,0.566239873647876,0.5028333333333334,0.9078333333333334,1.5556951924562654,1.5556952,0.3177569297719981,0.5067730714213488,0.5028333333333335,1.637055,0.8734648456790124,1.0462296,0.5272505456211085,0.4568333333333333,0.8801666666666667,1.7531490845379392,1.753149,0.3707500238731746,0.4610762926295874,0.4568333333333333,1.8447,0.8461620987654321,1.0883209,0.48785401472171114,0.20233333333333334,0.8368333333333333,2.883157498508329,2.8831575,0.7976499629822029,0.20467347037645567,0.2023333333333333,3.031148,0.7203402469135802,0.93717414,0.20756893812513919,0.556,0.9595,1.2725016553459194,1.2725016,0.25758348845892565,0.5555464077078255,0.5559999999999999,1.3391196,0.9093198148148147,0.9352715,0.5556102635413216,0.07933333333333334,0.9743333333333334,1.2945111514737013,1.2945111,0.7231214190424209,0.08271870633406356,0.07933333333333333,1.3624117,0.8921267438271606,1.1371548,0.08851310466426948,0.0295,0.9743333333333334,1.2985269760787483,1.298527,0.9715182227490164,0.02997495646926021,0.0295,1.3300178,0.8935582253086419,1.2133149,0.030837215451892462,0.5566666666666666,0.96,1.2698262174259929,1.2698262,0.25703753471565033,0.5561654128765464,0.5566666666666666,1.3363048,0.9096718209876544,0.9342552,0.5561994130333544
