model_name,margin,inv_margin,l1_inf_norm,frobenius_norm,spectral_norm,trace_norm,l1_inf_norm_margin,frobenius_norm_margin,spectral_norm_margin,trace_norm_margin,l1_inf_norm_squared_margin,frobenius_norm_squared_margin,spectral_norm_squared_margin,trace_norm_squared_margin,mu_fro_spec,mu_spec_init_main,mu_spec_origin_main,mu_sum_of_fro,mu_sum_of_fro_margin,log_product_spectral_norms,log_product_frobenius_norms,frobenius_distance,spectral_distance,mu_path_norm,mu_path_norm_margin,l1_max_bound,frobenius_bound,spec_l2_1_bound,spec_fro_bound,flatness
conv4True_8_16_32_64fcTrue_400ReLU00_320ReLU00_160ReLU00_80ReLU00_lrscheduler_sgd,-0.7154075503349304,-1.3978046492965202,238640244672.3647,1784698761.701557,3508.225552596459,4.9616975989150136e+16,-333572443512.29047,-2494660226.7001786,-4903.813988200183,-6.9354839721667864e+16,466269112418.6805,3487047663.2966204,6854.573991991528,9.694451741416232e+16,28.39164901559252,308447.4106327405,194612.65893203233,95.98296630922812,103.39882596582171,8.162865648060384,21.302515476984773,76.81176257133484,15.986024379730225,91.85309581575082,179.46789116696627,6700777637.650836,50112543.124365166,2550254.931608302,125235.71902170652,0.00011852566572590777
conv4True_8_16_32_64fcTrue_400ReLU05_320ReLU03_160ReLU03_80ReLU02_lr001_sgd,-0.8798209190368652,-1.1365949346768136,52370643295.39814,322262951.86662275,3208.104605373448,7479928765556798.0,-59524207895.31576,-366282438.72560126,-3646.3154443808194,-8501649146675248.0,67654913184.46549,416314764.51658875,4144.383664317074,9662931356510544.0,21.561595953090716,147541.83721329444,89359.5260445943,79.35955399977824,81.6499727730313,8.07343557611484,19.590878390959208,62.01516389846802,14.70937579870224,16.186494184786916,20.910490876648094,1470514899.7185497,9048819.004841056,1601010.041997537,68171.08956638175,0.0038167561044161412
conv4True_8_16_32_64fcTrue_400ReLU05_320ReLU03_160ReLU03_80ReLU02_lr0001_sgd,-1.1187585234642028,-0.8938479386092447,170242042817.84393,811152987.5969903,3803.3730934459504,2.0166623341947124e+16,-152170499037.35657,-725047425.8603001,-3399.637199338529,-1.8025894702908516e+16,136017286881.68123,648082146.9991684,3038.75870264805,1.611240882178208e+16,21.609997122307412,119734.91122937461,65667.56681961098,87.93116303321867,85.76547868069389,8.243643608150709,20.513967234976064,65.43397617340088,14.380387425422668,39.5318336172334,31.584517344093655,4780225041.538887,22776358.645901985,1938987.2683565505,90653.01590432145,0.0006398911185268632
conv4True_8_16_32_64fcTrue_400ReLU05_320ReLU03_160ReLU03_80ReLU02_lrscheduler_sgd,-0.7339203119277953,-1.3625457474712626,55522881603.27843,346455475.56998974,3909.2055373807475,7794418484285792.0,-75652466215.89742,-472061434.9260234,-5326.47138094925,-1.062025175977501e+16,103079946128.18439,643205300.7036355,7257.560929139783,1.4470578872355634e+16,22.11781677854165,254142.10953026533,160521.4028898162,80.00041204252987,85.69352782361923,8.271089444963408,19.663264870704197,64.29011178016663,15.206490635871887,17.80032135748362,33.04684687844876,1559026575.488033,9728120.696189985,1993578.7557033056,83351.00110874999,0.003156053192132828
vgg_cifar_0.01_adam,0.7082104206085207,1.4120097232412407,177414628054021.9,5993855959.96115,1365840.1661112679,3.3046790150912348e+16,250511179857507.12,8463382895.1726055,1928579.5949425416,4.66623890150011e+16,353724221739435.3,11950378939.49732,2723173.140103522,6.588774699884682e+16,32.94466071367333,69441074.96895528,89714015.16529895,133.44529766320792,145.46640185123414,14.127280303563502,22.514000774848295,275.8786449432373,69.46353882551193,1083.5117096736888,2160.274721728066,4833151957397.41,163285389.61524287,1337221450.8889973,28998056.11753795,8.517904795591048e-07
vgg_cifar_0.01_sgd,2.4672214269638064,0.4053142490865169,658453578923.7971,617795436.5919247,3323.9197437929693,2.982355943837787e+16,266880617899.82846,250401293.47133285,1347.2320349792951,1.2087913598853232e+16,108170517239.81462,101491212.23362583,546.0523406029332,4899403623341895.0,29.033653551087273,21270.633850122747,15853.894477825866,100.44898992039356,80.14815731971393,8.10890001121724,20.241667951875545,109.14489078521729,27.715006113052368,15.317378049539027,2.5163333595733577,17937676496.787247,16830062.190397605,3135587.2994223214,56818.18542183466,0.004262173625303326
vgg_cifar_0.001_adam,5.167950010299682,0.1935003237273983,13294446111369.926,4886160097.648473,137322.23267798783,1.0517736665793554e+17,2572479626326.532,945473560.6788757,26571.89647815976,2.0351854497105796e+16,497775640476.3207,182949440.0670584,5141.670570574829,3938090433642879.0,34.21732111332338,159300.5247370564,175934.19297228355,130.08012589955305,86.27428575824214,11.83008550638198,22.30967257585351,201.41167783737183,39.3060228228569,220.5207792079921,8.256821772718768,362168998974.0693,133109397.45574988,143501828.15792814,2844044.4808674296,2.056368597644976e-05
vgg_cifar_0.001_sgd,-1.7074698209762573,-0.5856618885528784,1823854266990.494,747316331.1002553,742.1385311907082,4.940896603069857e+16,-1068161934450.8783,-437674693.81858367,-434.64225374500944,-2.8936948356983936e+16,625581735810.7972,256329387.7535945,254.55340317318158,1.6947267823708324e+16,22.691549813602098,13026.04037699401,5776.211228326189,102.86746704298349,89.98907485554669,6.609535925459093,20.431999122134577,94.37448263168335,23.216375082731247,15.609598855064009,5.354090029996938,49685670889.71158,20358486.941406235,509986.4034520275,9972.411019113775,0.004104086589614011
vgg_cifar_scheduler_adam,1.9499192714691165,0.5128417440823464,229361224235314.84,20552024541.612568,3321006.2414419395,1.1315754440240168e+17,117626010261701.0,10539936110.343775,1703150.6329694423,5.803191242740323e+16,60323528252058.72,5405319217.345204,873446.7410470011,2.9761187181703468e+16,32.33690861372443,23174467.024523888,28244567.444192305,155.66709226591814,131.73241551294936,15.015778379743429,23.74622529087612,330.14049339294434,81.7088211774826,3682.954792011436,968.6416184237888,6248287765349.505,559880877.5312967,3157303269.1889105,66744669.33759569,7.372371712622592e-08
vgg_cifar_scheduler_sgd,1.3387267112731935,0.7469784471910267,704054798346.273,469972397.2189821,2262.1722818911912,2.4038230503178736e+16,525913760006.0904,351059251.49727964,1689.7939384056635,1.7956040094484424e+16,392846243805.74365,262233694.55548203,1262.2396521830717,1.341277494747779e+16,27.596455542028597,50095.97782726501,34833.34044485578,97.0731295055621,90.24560249368498,7.724080817299729,19.96818452162243,104.90235042572021,27.932884573936462,11.484851977764967,6.408280961549415,19179950740.624332,12803048.071380176,2015283.9655792194,36581.97206797518,0.00758139624201701
