model_name,margin,inv_margin,l1_inf_norm,frobenius_norm,spectral_norm,trace_norm,l1_inf_norm_margin,frobenius_norm_margin,spectral_norm_margin,trace_norm_margin,l1_inf_norm_squared_margin,frobenius_norm_squared_margin,spectral_norm_squared_margin,trace_norm_squared_margin,mu_fro_spec,mu_spec_init_main,mu_spec_origin_main,mu_sum_of_fro,mu_sum_of_fro_margin,log_product_spectral_norms,log_product_frobenius_norms,frobenius_distance,spectral_distance,mu_path_norm,mu_path_norm_margin,l1_max_bound,frobenius_bound,spec_l2_1_bound,spec_fro_bound,flatness
conv4True_4_8_16_32fcTrue_200ReLU05_200ReLU03_160ReLU03_80ReLU02_lr0001_sgd,-1.589581060409546,-0.6290965745039488,22214905439.289177,101548606.21700275,3098.467725033345,321472680362050.56,-13975320914.785963,-63883880.316766836,-1949.2354320295206,-202237362012368.88,8791826515.085241,40189130.27329826,1226.2573331914962,127226831678696.3,17.792665743975824,39994.558612665685,21818.386845575482,69.80281709888784,62.97141697622706,8.038662986028191,18.436048120805417,50.27503037452698,13.791456550359726,34.80016717980227,13.772601165327073,623772162.9664209,2851382.5512026115,974330.6488630981,71309.09241081343,0.0008257286233606007
conv4True_4_8_16_32fcTrue_200ReLU05_200ReLU03_160ReLU03_80ReLU02_lrscheduler_sgd,-1.4590875387191773,-0.6853598385726908,4517737286.250585,35458870.891868785,2066.178977380372,100874942623667.58,-3096275697.218527,-24302086.030421074,-1416.076090399699,-69135634392586.25,2122063012.022235,16655673.75878903,970.5216807229848,47382787226923.484,18.306157071480747,28118.69476838743,17766.522328592448,62.101320066371926,57.100289489517834,7.633456275830805,17.383884016362508,47.41592073440552,13.143456399440765,12.88675782428147,6.053143507707503,126853511.32643607,995649.3694296718,644619.7569871608,42303.693259585845,0.006021610576850188
conv4True_8_16_32_64fcTrue_400ReLU00_320ReLU00_160ReLU00_80ReLU00_lr001_adam,0.11272455453872682,8.871181652409613,590087104669.863,244469775.6583898,43305.991291714156,707202645695267.2,5234769896270.799,2168735788.3894014,384175.31538646505,6273723135027390.0,46438594658383.68,19239249134.884155,3408089.009165085,5.5655337567752696e+16,33.570047741038174,88434028.30364466,114409710.74337938,76.9604376565841,125.00577534833488,10.676046271432932,19.314602242298896,121.69556045532227,31.337865591049194,37.09723650158712,2919.4732696408028,16569051379.688923,6864464.994419932,34661178.77258434,1527347.5481099356,0.0007266359531699448
conv4True_8_16_32_64fcTrue_400ReLU00_320ReLU00_160ReLU00_80ReLU00_lr0001_adam,-0.30114676952362057,-3.3206399709413605,64044494805.933464,245519329.74082708,6830.642667581829,2585382095587817.0,-212668709371.329,-815281299.9761224,-22682.105069189744,-8585123126765042.0,706196216906.9465,2707255672.2617455,75319.1047178431,2.850810301018907e+16,27.754430287988402,2334528.2600624007,2090438.8412450748,76.99707951089879,100.5313043735085,8.82917404295252,19.318886238314498,80.81386256217957,19.49553644657135,14.780909334737114,162.98391120525886,1798304888.5967755,6893935.4156171465,4689179.8629624965,211479.6449877927,0.0045771768619016235
conv4True_8_16_32_64fcTrue_400ReLU00_320ReLU00_160ReLU00_80ReLU00_lrscheduler_adam,0.09982349872589112,10.017681335192783,265732191719.06964,169281315.9519648,22975.071383784234,530651867995722.5,2662020417143.994,1695806279.20887,230156.94377605713,5315901313505934.0,26667272246725.492,16988046911.333416,2305638.919830422,5.325300536803518e+16,35.6439894161112,61167781.26301486,82182169.25580962,73.88093810520968,123.28922289098837,10.04216505423905,18.94707248042231,116.11143684387207,29.67198383808136,23.087501268949612,2316.9217017055776,7461492215.278838,4753248.799088199,19382425.496540636,838671.9037239377,0.0018760574579238236
conv4True_8_16_32_64fcTrue_400ReLU05_320ReLU03_160ReLU03_80ReLU02_lr001_adam,-0.2699747800827026,-3.704049688247419,166063772420.1088,200499801.3569092,31008.388675057722,1252979674792770.0,-615108464461.8943,-742661226.7097288,-114856.61240490235,-4641098973796512.0,2278392316028.4277,2750854085.2676167,425434.59937153314,1.7190861207016384e+16,43.86816868267114,10838541.879111577,18663036.768675033,75.28346758124631,100.70991692494219,10.342013049282269,19.1163238139718,128.7893466949463,31.859069883823395,12.921885627640732,177.2880652628711,4662903418.42523,5629832.416281435,30215491.954286773,1390009.3002870553,0.005988915899851612
conv4True_8_16_32_64fcTrue_400ReLU05_320ReLU03_160ReLU03_80ReLU02_lr0001_adam,-0.4577768743038177,-2.184470330705957,29019836599.606453,209102000.7497603,9747.38357864938,2198942790250840.5,-63392972053.77515,-456777116.7291062,-21292.870229570028,-4803525284222734.0,138480066626.74368,997816059.2401441,46513.643272067864,1.0493158466180462e+16,29.502352132188737,1333866.6506105799,1372261.8827635578,75.6356864129157,89.97813936499631,9.18475417707159,19.15833273274027,90.45114278793335,21.498993635177612,11.23199785785709,53.598089926136446,814847773.9029186,5871373.508419384,6988466.258557744,290635.2694876803,0.00792658235319446
conv4True_8_16_32_64fcTrue_400ReLU05_320ReLU03_160ReLU03_80ReLU02_lrscheduler_adam,0.15926232337951673,6.278948961563456,89915001513.15677,283311773.3977526,32450.065155883553,2102524961785808.0,564571705380.0123,1778900165.3745198,203752.30291320154,1.3201646925466246e+16,3544916923223.938,11169623346.103401,1279350.3107930096,8.289246725358368e+16,40.58968526417158,33226771.821571194,51928426.457708344,78.23174599789488,117.6769042553495,10.387457730015692,19.462058521994955,134.84535264968872,34.43484824895859,17.409551940796664,686.3750682542753,2524722652.1071086,7955109.157188621,29912058.78369251,1270545.0419010234,0.00329932282728043
conv4True_8_16_32_64fcTrue_400ReLU00_320ReLU00_160ReLU00_80ReLU00_lr001_sgd,0.3825214743614197,2.614232316419352,316437358835.3911,2154745250.2136855,4875.340358048126,5.718187976975018e+16,827240769589.8662,5633004666.759719,12745.272317552906,1.4948671800768688e+17,2162599553321.4434,14725982838.384281,33319.10277411178,3.907930090911618e+17,29.95529296809984,1490094.4394866966,998083.4850327466,98.01363632179205,121.34717011013089,8.491945198030365,21.490938340156454,80.40270495414734,17.53051245212555,118.32374979531794,808.6494255812055,8885242221.875027,60503075.6957577,3753366.1601923523,183282.41172553375,7.142597067824399e-05
conv4True_8_16_32_64fcTrue_400ReLU00_320ReLU00_160ReLU00_80ReLU00_lr0001_sgd,-0.8461225509643554,-1.1818618932449738,1083133338119.6,4963983449.880568,9792.516770042128,1.4170214205886826e+17,-1280114017626.7788,-5866742878.112565,-11573.402409475146,-1.6747236189056227e+17,1512917976441.815,6933679845.107583,13678.16328294824,1.9792920269018736e+17,28.938651960883632,620814.7077324368,395827.6067093766,107.53677054876412,111.60481450177721,9.189373778077925,22.32547437025432,89.78130149841309,16.30561888217926,240.82134035161835,336.3786545073965,30413292865.29347,139383654.0031023,7305336.464864207,373421.9440240057,1.7242890153562082e-05
