model_name,test_101_accuracy_gap,test_101_top5_accuracy_gap,test_101_log_loss_gap,test_101_cross_entropy_loss_gap,test_101_uncertainty_rejection_auc_gap,test_101_f1_score_gap,test_101_recall_gap,test_101_cvar_risk_gap,test_101_roc_auc_gap,test_101_entropy_gap,test_101_precision_gap,test_10c1_accuracy_gap,test_10c1_top5_accuracy_gap,test_10c1_log_loss_gap,test_10c1_cross_entropy_loss_gap,test_10c1_uncertainty_rejection_auc_gap,test_10c1_f1_score_gap,test_10c1_recall_gap,test_10c1_cvar_risk_gap,test_10c1_roc_auc_gap,test_10c1_entropy_gap,test_10c1_precision_gap,test_10c2_accuracy_gap,test_10c2_top5_accuracy_gap,test_10c2_log_loss_gap,test_10c2_cross_entropy_loss_gap,test_10c2_uncertainty_rejection_auc_gap,test_10c2_f1_score_gap,test_10c2_recall_gap,test_10c2_cvar_risk_gap,test_10c2_roc_auc_gap,test_10c2_entropy_gap,test_10c2_precision_gap,test_10c3_accuracy_gap,test_10c3_top5_accuracy_gap,test_10c3_log_loss_gap,test_10c3_cross_entropy_loss_gap,test_10c3_uncertainty_rejection_auc_gap,test_10c3_f1_score_gap,test_10c3_recall_gap,test_10c3_cvar_risk_gap,test_10c3_roc_auc_gap,test_10c3_entropy_gap,test_10c3_precision_gap,test_10c4_accuracy_gap,test_10c4_top5_accuracy_gap,test_10c4_log_loss_gap,test_10c4_cross_entropy_loss_gap,test_10c4_uncertainty_rejection_auc_gap,test_10c4_f1_score_gap,test_10c4_recall_gap,test_10c4_cvar_risk_gap,test_10c4_roc_auc_gap,test_10c4_entropy_gap,test_10c4_precision_gap,test_10c5_accuracy_gap,test_10c5_top5_accuracy_gap,test_10c5_log_loss_gap,test_10c5_cross_entropy_loss_gap,test_10c5_uncertainty_rejection_auc_gap,test_10c5_f1_score_gap,test_10c5_recall_gap,test_10c5_cvar_risk_gap,test_10c5_roc_auc_gap,test_10c5_entropy_gap,test_10c5_precision_gap,fgsm_accuracy_gap,fgsm_top5_accuracy_gap,fgsm_log_loss_gap,fgsm_cross_entropy_loss_gap,fgsm_uncertainty_rejection_auc_gap,fgsm_f1_score_gap,fgsm_recall_gap,fgsm_cvar_risk_gap,fgsm_roc_auc_gap,fgsm_entropy_gap,fgsm_precision_gap,pgd_accuracy_gap,pgd_top5_accuracy_gap,pgd_log_loss_gap,pgd_cross_entropy_loss_gap,pgd_uncertainty_rejection_auc_gap,pgd_f1_score_gap,pgd_recall_gap,pgd_cvar_risk_gap,pgd_roc_auc_gap,pgd_entropy_gap,pgd_precision_gap,cw_accuracy_gap,cw_top5_accuracy_gap,cw_log_loss_gap,cw_cross_entropy_loss_gap,cw_uncertainty_rejection_auc_gap,cw_f1_score_gap,cw_recall_gap,cw_cvar_risk_gap,cw_roc_auc_gap,cw_entropy_gap,cw_precision_gap,deepfool_accuracy_gap,deepfool_top5_accuracy_gap,deepfool_log_loss_gap,deepfool_cross_entropy_loss_gap,deepfool_uncertainty_rejection_auc_gap,deepfool_f1_score_gap,deepfool_recall_gap,deepfool_cvar_risk_gap,deepfool_roc_auc_gap,deepfool_entropy_gap,deepfool_precision_gap,bim_accuracy_gap,bim_top5_accuracy_gap,bim_log_loss_gap,bim_cross_entropy_loss_gap,bim_uncertainty_rejection_auc_gap,bim_f1_score_gap,bim_recall_gap,bim_cvar_risk_gap,bim_roc_auc_gap,bim_entropy_gap,bim_precision_gap
conv2True_8_16fcTrue_160ReLU05_80ReLU02_lr0001_sgd,0.14650000000000002,0.05066666666666664,0.38705800644740296,0.38705802,0.14200155733300646,0.14894669443275455,0.14650000000000007,0.4063102,0.05229848765432099,0.15005398,0.14398706089737034,0.04683333333333339,0.010999999999999899,0.1223198040584137,0.12231982,0.044122130372562546,0.04684428606925839,0.04683333333333339,0.12815583,0.015449182098765224,0.07714391,0.04465321502372965,0.08966666666666667,0.028999999999999915,0.26235712439882475,0.26235712,0.09655777565772394,0.0879394856815785,0.08966666666666678,0.27523327,0.0344404938271603,0.123485565,0.0794299694635423,0.133,0.038999999999999924,0.3709425717859367,0.3709427,0.13893967048003525,0.13034747094609733,0.133,0.3893448,0.04992652777777762,0.14253795,0.11489105946384803,0.17133333333333334,0.0628333333333333,0.5235669250413042,0.5235671,0.19436007973922081,0.166906721905143,0.17133333333333328,0.55007446,0.07306981481481478,0.15019643,0.15075813852529074,0.20600000000000002,0.08816666666666662,0.6830253131516975,0.68302536,0.2411874804629764,0.20074961321647622,0.20600000000000002,0.7174313,0.09831790123456774,0.17696571,0.17547851408139237,0.41400000000000003,0.12849999999999995,1.3598991161593963,1.359899,0.5755426092291093,0.4127908607080782,0.414,1.4248616,0.1969478703703702,0.07221246,0.4128086390548298,0.12250000000000005,0.019999999999999907,0.2910460209188983,0.29104602,0.12409320438715093,0.12398807558989045,0.12250000000000005,0.30567825,0.04058268518518504,0.054427505,0.12401927059699958,0.5356666666666666,0.0,0.29759727739273045,0.2975973,0.5089596075940888,0.5288883228556254,0.5356666666666667,0.31308115,0.04476753086419738,0.17294884,0.524197733342779,0.6081666666666666,0.0,0.3444421184153468,0.344442,0.794042200059156,0.6047906700833898,0.6081666666666666,0.32605386,0.051312854938271535,0.2641282,0.605422225827927,0.1196666666666667,0.019333333333333313,0.28501769846091785,0.28501773,0.12138228514560734,0.1209416668222606,0.1196666666666667,0.29934466,0.03968540123456776,0.053432345,0.12095022736244065
conv2True_8_16fcTrue_160ReLU05_80ReLU02_lrscheduler_sgd,0.14150000000000007,0.03616666666666668,0.41931684016022297,0.4193169,0.14945090128511743,0.13934687829408388,0.14149999999999996,0.44091177,0.05071895061728393,0.15880966,0.13719545821564627,0.03183333333333338,0.006000000000000005,0.0884279335702427,0.08842802,0.027353431861583927,0.0314711918424716,0.03183333333333338,0.09295237,0.010444475308641898,0.065914154,0.03177170255834083,0.06666666666666665,0.01883333333333337,0.19779391889483122,0.19779396,0.05953418826873097,0.06468101848359253,0.06666666666666665,0.20793772,0.023030077160493767,0.116722584,0.06072494881979684,0.09750000000000003,0.028166666666666673,0.2837764937547578,0.28377664,0.08466915352615001,0.09555466220901665,0.09750000000000003,0.2983451,0.03321780864197532,0.15421963,0.09079975921972239,0.13250000000000006,0.04833333333333334,0.43337430437067614,0.4333744,0.12477675284830489,0.1302533076085718,0.13249999999999995,0.45576453,0.05082152777777793,0.16825342,0.12334126197770845,0.1696666666666667,0.07166666666666666,0.6085280236165573,0.608528,0.17482467568158364,0.16753788110766832,0.1696666666666667,0.6400163,0.07462481481481475,0.21110404,0.15446582035365486,0.3963333333333333,0.10750000000000004,1.549153672296683,1.5491537,0.5290149818269738,0.40012159745320847,0.3963333333333333,1.6290159,0.17295216049382722,0.045113027,0.401691996660848,0.10516666666666663,0.01666666666666672,0.2998031348274699,0.29980326,0.10504408748562558,0.10660566527192517,0.10516666666666663,0.31545293,0.03303216049382718,0.042645752,0.1062206695885538,0.5115000000000001,0.0,0.3061802464731158,0.30618024,0.4455060751508786,0.510950979173963,0.5115000000000001,0.322286,0.044199351851851865,0.19114816,0.5068744193112407,0.6146666666666667,0.0,0.38143639709606325,0.38143647,0.8059421696352682,0.6144101347258234,0.6146666666666667,0.36481225,0.05764774691358021,0.30984354,0.6196792328094666,0.10399999999999998,0.01666666666666672,0.29605927444791424,0.29605925,0.10394187681113123,0.10543205767331665,0.10399999999999987,0.31151354,0.03259177469135799,0.042073965,0.10519731231775886
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr001_adam,0.15933333333333333,0.03749999999999998,1.098531509606329,1.1099569,0.15312436734488882,0.15918445157759264,0.15933333333333333,1.2513537,0.0599286882716048,0.09405553,0.15507352859956547,0.03616666666666668,0.006833333333333358,0.14095547479913018,0.1396631,0.02700684621726701,0.03464123518270901,0.03616666666666668,0.22547758,0.00991742283950603,0.037147313,0.031119492635833135,0.07033333333333325,0.014000000000000012,0.34696738109978886,0.34711766,0.0575363921779907,0.06795139031151032,0.07033333333333336,0.4486854,0.02172756172839485,0.06697929,0.05906429840789007,0.09666666666666668,0.02516666666666667,0.5203201490540033,0.5230011,0.086606163961255,0.09346792331023313,0.09666666666666668,0.63285875,0.032382993827160256,0.0962697,0.07973404893626834,0.14200000000000002,0.03766666666666674,0.8434781985544171,0.8517133,0.12564591772706696,0.13900895258678714,0.14200000000000002,0.98001885,0.04912251543209878,0.11003208,0.12112651395567964,0.18466666666666665,0.0661666666666667,1.2339855706394975,1.2457672,0.1708211223841382,0.1803431153449847,0.18466666666666665,1.3955464,0.0714615277777777,0.13771522,0.15538302461599574,0.358,0.07200000000000006,3.4859416698122674,3.6053019,0.4830947516881798,0.35418845615707195,0.358,3.8965693,0.14073746913580232,0.015669644,0.34704218009004084,0.09199999999999997,0.009500000000000064,0.608224497954033,0.61665666,0.08588730946550571,0.0911861622353034,0.09199999999999997,0.72797966,0.025861435185185022,0.004363507,0.08998754566566791,0.4701666666666666,0.0,0.39254578022124953,0.39254594,0.3297408352203983,0.46495585216499924,0.4701666666666666,0.39254594,0.05270228395061727,0.28398818,0.4565915994514581,0.6633333333333333,0.0,0.45866471037305967,0.45866477,0.8512847598558047,0.6638235897934436,0.6633333333333333,0.529546,0.07874836419753084,0.4147653,0.6648326528116133,0.09099999999999997,0.010000000000000009,0.6054425102795902,0.613865,0.0854987361000909,0.0901538565692922,0.09099999999999997,0.7246287,0.02572013888888891,0.004007876,0.08893008092384003
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr0001_adam,0.15300000000000002,0.04083333333333339,1.0047109206047238,1.0283761,0.15039907063976282,0.15198092153833975,0.15300000000000002,1.0832654,0.05370236111111115,0.089603215,0.1462113299781198,0.04533333333333334,0.010166666666666768,0.24055982096685535,0.23808336,0.03563970745384554,0.04468502767113469,0.04533333333333334,0.25189948,0.013210169753086531,0.038218737,0.04170393932104399,0.09250000000000003,0.026833333333333376,0.5797607694704818,0.581115,0.08327741900281846,0.09045829725340482,0.09250000000000003,0.6133982,0.0314506172839506,0.072049886,0.07943115016967495,0.1353333333333333,0.04716666666666669,0.9866529574946679,0.9971764,0.13269494131824783,0.1317779187015914,0.1353333333333333,1.0521199,0.05064035493827157,0.08500165,0.1073171927964387,0.18883333333333335,0.07350000000000001,1.4803287734573742,1.5223958,0.19067047402165443,0.18390917030402032,0.1888333333333333,1.6108814,0.07598890432098782,0.10574514,0.14972909224051056,0.2371666666666667,0.10616666666666674,2.107662711780076,2.195976,0.2555677002573163,0.23106836949072884,0.2371666666666667,2.3296227,0.10961283950617295,0.13395101,0.18205114326673832,0.45366666666666666,0.11883333333333335,4.89397606336515,5.153044,0.6523419473533121,0.4486097636850609,0.45366666666666666,5.4543185,0.1894827932098767,0.039656177,0.44006855646082677,0.11250000000000004,0.01866666666666672,0.8382631648411607,0.8492131,0.12451955001711718,0.11149584108951738,0.11250000000000004,0.89579237,0.034980941358024764,0.0018392503,0.10943793039870542,0.5623333333333334,0.0,0.5076149665600824,0.50761485,0.49067197067554263,0.5561097935587378,0.5623333333333334,0.5364398,0.07024635802469137,0.34212536,0.5480331553796637,0.66,0.0,0.45076551619801597,0.4507656,0.8504846181926022,0.6576821428965917,0.66,0.44011223,0.07807037037037046,0.4108892,0.6596602681289354,0.11183333333333334,0.018166666666666664,0.8330906073417541,0.8439617,0.12373041433185422,0.11087330409921736,0.11183333333333345,0.8911737,0.03474709876543203,0.0022262335,0.10885920624690826
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lrscheduler_adam,0.15100000000000002,0.04699999999999993,0.6246571728032282,0.62465286,0.14518522835784117,0.14825049505248689,0.1509999999999998,0.6574935,0.05833890432098787,0.1719603,0.14375475001094906,0.03700000000000003,0.009499999999999953,0.11862358135614737,0.11870432,0.02959851062360838,0.03568393714300544,0.03699999999999992,0.12494302,0.010691435185185227,0.06520003,0.03235362834063782,0.07283333333333342,0.023499999999999965,0.26637313465989476,0.26642776,0.06575253532941167,0.06972572443608338,0.0728333333333333,0.28042626,0.024029614197530802,0.12217879,0.05991016476227584,0.1090000000000001,0.03466666666666662,0.4014470916345234,0.40144324,0.09470462283357334,0.10573571643349089,0.10899999999999987,0.4225397,0.035475910493827256,0.16207302,0.09003069882136394,0.14650000000000007,0.05133333333333334,0.570562804266914,0.570559,0.13059942430299656,0.14345963563274555,0.14649999999999996,0.6005473,0.05117529320987657,0.19783628,0.12417162113710456,0.1863333333333334,0.0751666666666666,0.8021528196055727,0.8021488,0.17138215090607786,0.18233040402430067,0.18633333333333335,0.84430075,0.07351800925925944,0.2471847,0.15292146181697674,0.32733333333333337,0.05999999999999994,1.567683209860167,1.5682919,0.4072914665725953,0.32741651332538435,0.3273333333333332,1.6507351,0.12307189814814823,0.047894,0.3212765686734475,0.07783333333333342,0.00983333333333336,0.2837171022247811,0.28379834,0.07225714697536792,0.07756707309248301,0.07783333333333331,0.29873025,0.02244711419753087,0.02996689,0.0749372977297299,0.45400000000000007,0.0,0.29341130203041854,0.29341137,0.31128341626317,0.45328535555041394,0.4539999999999999,0.30885398,0.039111882716049484,0.20160371,0.4459105528045986,0.6506666666666667,0.0,0.41887534447361685,0.41887534,0.8330182567825197,0.6535130994315335,0.6506666666666666,0.40436018,0.0646471450617283,0.36663038,0.6615394056232968,0.07750000000000001,0.009666666666666601,0.2817655567751196,0.28184855,0.0717700879277858,0.07724293409082361,0.0774999999999999,0.2966777,0.022278996913580262,0.029580593,0.07459642778493825
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr001_adam,0.14733333333333343,0.029166666666666674,0.8106516857036712,0.818853,0.1367398513932617,0.1473143147181345,0.14733333333333343,0.8641572,0.05139049382716043,0.10830629,0.1438415991570633,0.044333333333333336,0.006166666666666654,0.16505380186278162,0.16425276,0.031398805400846524,0.04270494748970677,0.04433333333333345,0.17403376,0.011958101851851866,0.05448687,0.03920110048729453,0.08466666666666667,0.016166666666666663,0.3456660797128881,0.3459506,0.06865695535376465,0.08227889771617725,0.08466666666666667,0.36506605,0.02508316358024687,0.099083275,0.07339268827865686,0.1223333333333334,0.024666666666666726,0.5572682713414325,0.55695343,0.10096946842248339,0.11812959662960865,0.1223333333333334,0.5874218,0.03851665123456782,0.12858284,0.1022657440028295,0.16233333333333333,0.03916666666666668,0.8620250025842418,0.8631259,0.1525103055174632,0.15733744566948382,0.16233333333333333,0.9099002,0.05744186728395062,0.14698285,0.13389736364432492,0.21083333333333343,0.0635,1.1859214230215227,1.1899418,0.2018387404539022,0.20651287583024225,0.21083333333333343,1.2539868,0.07981748456790128,0.18233836,0.1733840532143901,0.39633333333333337,0.07733333333333337,3.155769756672228,3.2056088,0.519585026351155,0.3921137563014693,0.39633333333333337,3.3844376,0.15816401234567912,0.009181857,0.3864782462138162,0.09950000000000003,0.012666666666666715,0.5436257220054856,0.5473063,0.08559541130885578,0.0993175634201503,0.09949999999999992,0.5774255,0.027891790123456994,0.019282848,0.09832136398246827,0.5066666666666667,0.0,0.4162424124965729,0.4162426,0.3598476781652967,0.49911197333820956,0.5066666666666667,0.43797958,0.0552621141975308,0.30622864,0.488753276466922,0.6906666666666668,0.0,0.47611882366041103,0.4761188,0.8743219634854285,0.6896722327753023,0.6906666666666668,0.4659698,0.07682302469135804,0.4288125,0.6887288082488346,0.09883333333333333,0.012333333333333307,0.5399575631561397,0.5436152,0.08507201565725248,0.09870784057066273,0.09883333333333333,0.573537,0.027668533950617302,0.018903345,0.09774382719422958
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr0001_adam,0.15933333333333333,0.030166666666666675,0.5934592410100535,0.5934593,0.14251755961674875,0.15738213993910477,0.15933333333333333,0.6246673,0.04908864197530893,0.14105564,0.15063046687245762,0.049833333333333285,0.013000000000000012,0.19745263148136394,0.19766992,0.03702218296501811,0.049943836611027304,0.049833333333333285,0.20806801,0.01458179012345695,0.06221664,0.04440817973229794,0.11299999999999999,0.027999999999999914,0.46124614623856985,0.46158856,0.09148109536827573,0.11073797565484511,0.11299999999999999,0.48586786,0.03563972222222245,0.1132682,0.09674483168522574,0.14416666666666667,0.043166666666666575,0.6361715971320226,0.63677543,0.1285978169289163,0.1411939261048003,0.14416666666666667,0.67026997,0.05111614197530878,0.14756858,0.12258019875609472,0.18866666666666665,0.0671666666666666,0.9445596585122354,0.944931,0.18446395597664175,0.1848595931305569,0.18866666666666665,0.99463654,0.07536591049382724,0.16568649,0.15963794920388152,0.23866666666666664,0.09283333333333332,1.2955200415703905,1.296634,0.24647026047971435,0.2348865282288342,0.2386666666666667,1.3648362,0.10542685185185197,0.2014299,0.20070854410926442,0.4365,0.08749999999999991,2.4596246756938007,2.4613223,0.5835413523595311,0.43695787653948975,0.4365,2.5906873,0.17419422839506193,0.017938733,0.43696447885931805,0.119,0.011666666666666603,0.42318641568877513,0.4233535,0.09952069738923192,0.12013387339729731,0.119,0.44562888,0.030221975308642124,0.03447956,0.11962923029861605,0.5755,0.0,0.4178139612551376,0.41781396,0.48155671974211745,0.5714918750256734,0.5755,0.43980372,0.061182561728395424,0.29600978,0.5699579550628113,0.6825,0.0,0.452534575178941,0.4525345,0.8642453303326616,0.6809232094918677,0.6825,0.4397974,0.0686735493827163,0.39254957,0.6848297481533069,0.11783333333333335,0.01100000000000001,0.41899137160038025,0.41916007,0.09852311609585893,0.11906157495018699,0.11783333333333323,0.4412148,0.029897762345679313,0.033894658,0.11860332466484291
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lrscheduler_adam,0.14550000000000007,0.038000000000000034,0.5561226207802843,0.5561226,0.13196056555521976,0.1451160475537533,0.14549999999999996,0.5853715,0.04671271604938276,0.16033304,0.1360644416920308,0.040166666666666684,0.008500000000000063,0.12854716246809295,0.12854713,0.02949779487137008,0.03773670101645643,0.040166666666666684,0.1353041,0.01032854938271599,0.06175697,0.0316382226291958,0.08250000000000002,0.02300000000000002,0.30107933229037,0.30107933,0.0692213278689365,0.0770724856475058,0.08250000000000002,0.31690514,0.024771280864197665,0.12366134,0.06233019932783734,0.12316666666666665,0.03400000000000003,0.4643136624176436,0.46431357,0.10679384203791628,0.1163492435419301,0.12316666666666665,0.48872292,0.038626265432098905,0.16568089,0.0929051732397953,0.1698333333333334,0.04800000000000004,0.658471902291887,0.65847176,0.15062250496093713,0.16079218171078835,0.1698333333333334,0.6930922,0.05615023148148146,0.20362055,0.1276418375557371,0.22150000000000003,0.07366666666666666,0.9639541354462935,0.9645222,0.2102862366290945,0.20989079349737705,0.22150000000000003,1.0152329,0.08344206790123443,0.2433399,0.16082825193758554,0.3405,0.0611666666666667,1.5810660724123848,1.5820403,0.41954731880929075,0.3369188118364343,0.3405,1.6652405,0.12792209876543215,0.07189351,0.3286810604579376,0.08016666666666672,0.010333333333333417,0.28194069078506745,0.28197438,0.06894751209047076,0.07994093730497454,0.08016666666666672,0.29681098,0.022311280864197536,0.03624785,0.07798159439475594,0.48183333333333334,0.0,0.3193741142699018,0.31937402,0.33199525439566646,0.47386647664704695,0.48183333333333334,0.3361833,0.043550802469135674,0.22337455,0.461057106566717,0.6798333333333334,0.0,0.45139208994111524,0.451392,0.862324686526882,0.6788941051273168,0.6798333333333334,0.43860447,0.06859047839506172,0.39844048,0.6821311304220619,0.07916666666666672,0.010000000000000009,0.2796596742569646,0.2796908,0.06832709933582296,0.07886792119666242,0.07916666666666661,0.294407,0.0221154012345679,0.035784543,0.07700141148693918
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr001_sgd,0.15116666666666667,0.03966666666666663,0.6962678900256314,0.69626796,0.15437907661603914,0.15035813893281436,0.15116666666666667,0.73290443,0.058906219135802296,0.13068506,0.14628440670695964,0.043166666666666687,0.011499999999999955,0.18033259493730558,0.18033254,0.03758258186322863,0.042436940263711365,0.043166666666666687,0.18982172,0.01549804012345668,0.05588779,0.03890154485148034,0.08150000000000002,0.026666666666666616,0.3590474991752135,0.35926378,0.07660298490746473,0.07970182063784848,0.08150000000000002,0.3781681,0.031869459876543105,0.104813844,0.07135843690598054,0.1183333333333334,0.03816666666666657,0.5419011433588936,0.5419011,0.11528179783846879,0.11475156602188985,0.1183333333333334,0.5704149,0.04780919753086421,0.13612238,0.09959727147314446,0.15316666666666667,0.055333333333333234,0.7672872865310649,0.76728714,0.15104846453604362,0.15023363836029302,0.15316666666666667,0.80766106,0.06690132716049368,0.15603492,0.132891217478464,0.20333333333333337,0.08233333333333326,1.0603118437577057,1.0603117,0.21053512231310448,0.1988820681142942,0.20333333333333337,1.1160994,0.09583760802469143,0.20144054,0.1763693628200057,0.5028333333333334,0.16566666666666663,4.16334937456619,4.1725626,0.745578572310299,0.4965649090061127,0.5028333333333334,4.3915844,0.27405032407407404,0.05145523,0.49072681660615264,0.14016666666666666,0.018833333333333258,0.6977023531784319,0.69770217,0.15607190925631723,0.13870447792730134,0.14016666666666677,0.7344191,0.0486117438271606,0.018027067,0.13775946756788615,0.62,0.0,0.49788557206445083,0.49788547,0.6408391021530726,0.6162096611696505,0.62,0.52408445,0.07780550925925911,0.33932862,0.6129940102246527,0.6428333333333334,0.0,0.42828947956110186,0.4282894,0.837535954942356,0.6404650283089924,0.6428333333333334,0.4142964,0.06806245370370367,0.39668778,0.6393207354069189,0.13883333333333336,0.01849999999999996,0.6934058494208257,0.6934056,0.1552010494573767,0.13741138218666926,0.13883333333333336,0.72989655,0.04822947530864197,0.017117202,0.13647063401534865
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lr0001_sgd,0.16016666666666668,0.04183333333333339,0.4442602932492249,0.4442603,0.16739757173380054,0.16044343280489082,0.16016666666666657,0.46664226,0.05870763888888886,0.20940447,0.1550713963661935,0.04366666666666663,0.010833333333333361,0.1362346839091736,0.13623458,0.04272452648115499,0.04367389495194751,0.04366666666666674,0.14313555,0.015417145061728421,0.08748937,0.036079297193434945,0.09233333333333338,0.02850000000000008,0.2828926554217538,0.28289264,0.08868174617872096,0.09178863400748938,0.09233333333333338,0.29729795,0.03410550925925926,0.14717257,0.07412145145640903,0.13116666666666665,0.04816666666666669,0.3993974525412046,0.39939743,0.1266290402992825,0.1289125262925005,0.13116666666666665,0.41981995,0.050459583333333335,0.16698587,0.10348127679321517,0.16149999999999998,0.06383333333333341,0.5289651293908891,0.5289652,0.1643404000069238,0.15984352427255732,0.16149999999999998,0.5561209,0.06984331790123444,0.18396473,0.13143099599582253,0.20850000000000002,0.09483333333333333,0.6927168616109317,0.6927168,0.21396595806689528,0.20726487942448563,0.20849999999999996,0.7281605,0.09570572530864185,0.22126102,0.17473792350771522,0.511,0.20733333333333337,2.045018588818264,2.0450184,0.7150689530474694,0.5079051450698091,0.511,2.1434438,0.2849343364197531,0.06835878,0.5068407319849397,0.15616666666666668,0.02633333333333343,0.40691189415151807,0.4069119,0.1674966153395379,0.1575143685403102,0.15616666666666668,0.4277594,0.053020848765432116,0.080206394,0.15780837355655875,0.6175,0.0,0.39556783650457084,0.39556772,0.659809766090993,0.6137665625064971,0.6175,0.4131931,0.06077640432098763,0.26290166,0.6123516936510581,0.6283333333333333,0.0,0.3764441572837548,0.37644404,0.8093090283042759,0.6255296602844056,0.6283333333333333,0.3591721,0.05470754629629637,0.31043422,0.625977369354727,0.15600000000000003,0.026000000000000023,0.4043441715994426,0.40434402,0.16678334106276155,0.15731181186436993,0.15600000000000014,0.42506087,0.052618101851851784,0.07909739,0.1575725829368828
conv2True_32_64fcTrue_320ReLU00_160ReLU00_lrscheduler_sgd,0.15700000000000003,0.052000000000000046,0.5788551061040097,0.57885504,0.16211114248016045,0.15928558720074382,0.15699999999999992,0.60921836,0.059363441358024516,0.16527343,0.15269478544657478,0.04049999999999998,0.010166666666666657,0.12708397198314159,0.1270839,0.03659339919239968,0.039220923216082726,0.04049999999999987,0.13375163,0.013763518518518536,0.07296574,0.03684607353759006,0.08466666666666667,0.025833333333333375,0.2817053218297443,0.28170514,0.07691059780268045,0.08130090125557266,0.08466666666666667,0.29648232,0.03035154320987643,0.13481057,0.0736051191775623,0.129,0.04183333333333339,0.4466972662434807,0.446697,0.12400370100953889,0.12337962235740674,0.129,0.47013354,0.04767925925925909,0.15730768,0.1095633592569829,0.16966666666666663,0.0548333333333334,0.6565154247652514,0.65651524,0.17912911579209895,0.16274660532891017,0.16966666666666663,0.69099116,0.07014794753086395,0.17839682,0.14316460101090767,0.20499999999999996,0.07983333333333331,0.8807520798021282,0.88075185,0.23663957918463768,0.1962281204433654,0.20500000000000002,0.9269892,0.09544709876543189,0.20729715,0.17016704440628283,0.44099999999999995,0.12616666666666665,2.3077783062397654,2.3081658,0.6249526073922873,0.43626032868296505,0.441,2.4287052,0.21287254629629615,0.01786083,0.4317290041703285,0.12083333333333335,0.01633333333333331,0.4073423324353136,0.4073422,0.11929022089000413,0.12146712855467301,0.12083333333333335,0.4287511,0.03771901234567898,0.040866435,0.11933032308227354,0.5685,0.0,0.3851222607692999,0.38512218,0.5262189647998308,0.5634289995821017,0.5685,0.40538383,0.06012734567901212,0.26890528,0.5635596066017535,0.637,0.0,0.40019107648367647,0.40019083,0.8212421960614675,0.6344058609838119,0.637,0.38463926,0.06125040123456771,0.35523832,0.641523547545748,0.11916666666666664,0.01650000000000007,0.40519940164352053,0.4051993,0.11848669950001817,0.11965791124085645,0.11916666666666653,0.42649555,0.037488641975308545,0.040236235,0.11740759629371145
conv2True_32_64fcTrue_320ReLU05_160ReLU02_lr001_sgd,0.1479999999999999,0.04066666666666663,0.5554818066783863,0.5554817,0.14194101663153522,0.14680165186081817,0.14800000000000013,0.58468497,0.048865524691358075,0.12825811,0.14712026006822698,0.054166666666666585,0.013333333333333308,0.19166105351311724,0.191661,0.04487803830855172,0.05346928054355371,0.054166666666666696,0.20174074,0.01490012345679026,0.064780116,0.04412288496068939,0.10233333333333328,0.024666666666666615,0.3818031286566125,0.38180315,0.09125222373749611,0.10067297958770616,0.1023333333333335,0.40188003,0.031259166666666616,0.111426115,0.08520057338593601,0.1379999999999999,0.03583333333333327,0.5437301709384753,0.54373,0.12886612296935274,0.13580999002503336,0.138,0.57231843,0.04473598765432096,0.1396972,0.11063048432752742,0.1815,0.051999999999999935,0.8000559734256522,0.80005586,0.1831644949906425,0.178916806377857,0.1815000000000001,0.8421321,0.06635725308641971,0.16424817,0.14290300461085992,0.23966666666666664,0.08516666666666661,1.109335342572563,1.1093352,0.2495816032690931,0.2384855752400198,0.2396666666666667,1.1676676,0.09419172839506162,0.19694918,0.18432075359538824,0.4686666666666666,0.11983333333333324,2.7510065956232683,2.7510273,0.6433777044121468,0.46821094404245833,0.46866666666666673,2.8953807,0.20446611111111113,0.00862962,0.468639313428009,0.1253333333333333,0.01733333333333331,0.4700615087682608,0.47006142,0.11534918845044764,0.12755307383950298,0.1253333333333333,0.49479234,0.03567791666666653,0.035601616,0.12564374407702417,0.5918333333333333,0.0,0.42788726081621975,0.42788732,0.5441491945851704,0.5864041615758946,0.5918333333333334,0.45040643,0.06569197530864201,0.29628617,0.5849367713797134,0.6645,0.0,0.4383577338883372,0.4383577,0.8526478145135777,0.6632617908978196,0.6645000000000001,0.42486453,0.06788876543209876,0.38178837,0.67032573241617,0.12416666666666665,0.017166666666666663,0.4675348554270874,0.46753478,0.11460694775082386,0.12643884858178478,0.12416666666666665,0.49213266,0.03545141975308641,0.03507012,0.1245103301807452
